fruit,category,image,relative_path,processed_path,mask_path,roi_pixels,roi_area_ratio,roi_bbox_width_ratio,roi_bbox_height_ratio,roi_largest_component_fraction,roi_adaptive_min_ratio,roi_valid_for_demo,roi_quality_reason
Apple,Overripe,Apple_Overripe_011.jpg,Apple/Overripe/Apple_Overripe_011.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_011.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_011_mask.png,158912,0.4414222222222222,0.8666666666666667,0.6433333333333333,1.0,0.08389333333333333,True,ok
Apple,Overripe,Apple_Overripe_012.jpg,Apple/Overripe/Apple_Overripe_012.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_012.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_012_mask.png,63576,0.1766,0.59,0.44,1.0,0.08389333333333333,True,ok
Apple,Overripe,Apple_Overripe_013.jpg,Apple/Overripe/Apple_Overripe_013.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_013.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_013_mask.png,116600,0.3238888888888889,0.85,0.8866666666666667,1.0,0.08389333333333333,True,ok
Apple,Overripe,Apple_Overripe_014.jpg,Apple/Overripe/Apple_Overripe_014.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_014.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_014_mask.png,105656,0.2934888888888889,0.5533333333333333,0.8866666666666667,1.0,0.08389333333333333,True,ok
Apple,Overripe,Apple_Overripe_015.jpg,Apple/Overripe/Apple_Overripe_015.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_015.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_015_mask.png,126296,0.3508222222222222,0.49666666666666665,0.8633333333333333,1.0,0.08389333333333333,True,ok
Apple,Overripe,Apple_Overripe_016.jpg,Apple/Overripe/Apple_Overripe_016.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_016.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_016_mask.png,146788,0.40774444444444446,0.8533333333333334,0.5966666666666667,1.0,0.08389333333333333,True,ok
Apple,Overripe,Apple_Overripe_017.jpg,Apple/Overripe/Apple_Overripe_017.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_017.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_017_mask.png,111196,0.30887777777777775,0.5533333333333333,0.8866666666666667,1.0,0.08389333333333333,True,ok
Apple,Overripe,Apple_Overripe_018.jpg,Apple/Overripe/Apple_Overripe_018.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_018.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_018_mask.png,247664,0.6879555555555555,0.9,0.9,1.0,0.08389333333333333,True,ok
Apple,Overripe,Apple_Overripe_019.jpg,Apple/Overripe/Apple_Overripe_019.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_019.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_019_mask.png,113904,0.3164,0.7433333333333333,0.8866666666666667,1.0,0.08389333333333333,True,ok
Apple,Overripe,Apple_Overripe_020.jpg,Apple/Overripe/Apple_Overripe_020.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_020.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_020_mask.png,258528,0.7181333333333333,0.9,0.9,1.0,0.08389333333333333,True,ok
Apple,Overripe,Apple_Overripe_021.jpg,Apple/Overripe/Apple_Overripe_021.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_021.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_021_mask.png,103360,0.2871111111111111,0.45,0.8833333333333333,1.0,0.08389333333333333,True,ok
Apple,Overripe,Apple_Overripe_022.jpg,Apple/Overripe/Apple_Overripe_022.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_022.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_022_mask.png,147304,0.40917777777777775,0.7733333333333333,0.71,1.0,0.08389333333333333,True,ok
Apple,Overripe,Apple_Overripe_023.jpg,Apple/Overripe/Apple_Overripe_023.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_023.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_023_mask.png,114664,0.31851111111111113,0.57,0.8866666666666667,1.0,0.08389333333333333,True,ok
Apple,Overripe,Apple_Overripe_024.jpg,Apple/Overripe/Apple_Overripe_024.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_024.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_024_mask.png,126228,0.35063333333333335,0.49,0.8733333333333333,1.0,0.08389333333333333,True,ok
Apple,Overripe,Apple_Overripe_025.jpg,Apple/Overripe/Apple_Overripe_025.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_025.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_025_mask.png,256628,0.7128555555555556,0.9,0.9,1.0,0.08389333333333333,True,ok
Apple,Overripe,Apple_Overripe_026.jpg,Apple/Overripe/Apple_Overripe_026.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_026.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_026_mask.png,101064,0.28073333333333333,0.7166666666666667,0.51,1.0,0.08389333333333333,True,ok
Apple,Overripe,Apple_Overripe_027.jpg,Apple/Overripe/Apple_Overripe_027.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_027.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_027_mask.png,116032,0.3223111111111111,0.5766666666666667,0.8833333333333333,1.0,0.08389333333333333,True,ok
Apple,Overripe,Apple_Overripe_028.jpg,Apple/Overripe/Apple_Overripe_028.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_028.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_028_mask.png,115672,0.3213111111111111,0.7433333333333333,0.8866666666666667,1.0,0.08389333333333333,True,ok
Apple,Overripe,Apple_Overripe_029.jpg,Apple/Overripe/Apple_Overripe_029.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_029.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_029_mask.png,258268,0.7174111111111111,0.9,0.9,1.0,0.08389333333333333,True,ok
Apple,Overripe,Apple_Overripe_030.jpg,Apple/Overripe/Apple_Overripe_030.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_030.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_030_mask.png,258856,0.7190444444444445,0.9,0.9,1.0,0.08389333333333333,True,ok
Apple,Overripe,Apple_Overripe_031.jpg,Apple/Overripe/Apple_Overripe_031.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_031.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_031_mask.png,63372,0.17603333333333335,0.5933333333333334,0.43,1.0,0.08389333333333333,True,ok
Apple,Overripe,Apple_Overripe_032.jpg,Apple/Overripe/Apple_Overripe_032.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_032.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_032_mask.png,254828,0.7078555555555556,0.9,0.9,1.0,0.08389333333333333,True,ok
Apple,Overripe,Apple_Overripe_033.jpg,Apple/Overripe/Apple_Overripe_033.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_033.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_033_mask.png,144152,0.40042222222222223,0.9,0.8366666666666667,1.0,0.08389333333333333,True,ok
Apple,Overripe,Apple_Overripe_034.jpg,Apple/Overripe/Apple_Overripe_034.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_034.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_034_mask.png,260084,0.7224555555555555,0.9,0.9,1.0,0.08389333333333333,True,ok
Apple,Overripe,Apple_Overripe_035.jpg,Apple/Overripe/Apple_Overripe_035.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_035.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_035_mask.png,258504,0.7180666666666666,0.9,0.9,1.0,0.08389333333333333,True,ok
Apple,Overripe,Apple_Overripe_036.jpg,Apple/Overripe/Apple_Overripe_036.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_036.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_036_mask.png,107016,0.2972666666666667,0.45666666666666667,0.89,1.0,0.08389333333333333,True,ok
Apple,Overripe,Apple_Overripe_037.jpg,Apple/Overripe/Apple_Overripe_037.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_037.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_037_mask.png,135736,0.37704444444444446,0.8033333333333333,0.61,1.0,0.08389333333333333,True,ok
Apple,Overripe,Apple_Overripe_038.jpg,Apple/Overripe/Apple_Overripe_038.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_038.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_038_mask.png,259140,0.7198333333333333,0.9,0.9,1.0,0.08389333333333333,True,ok
Apple,Overripe,Apple_Overripe_039.jpg,Apple/Overripe/Apple_Overripe_039.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_039.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_039_mask.png,219472,0.6096444444444444,0.9,0.8366666666666667,1.0,0.08389333333333333,True,ok
Apple,Overripe,Apple_Overripe_040.jpg,Apple/Overripe/Apple_Overripe_040.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_040.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_040_mask.png,254116,0.7058777777777778,0.9,0.9,1.0,0.08389333333333333,True,ok
Apple,Overripe,Apple_Overripe_041.jpg,Apple/Overripe/Apple_Overripe_041.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_041.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_041_mask.png,80764,0.22434444444444446,0.6333333333333333,0.45,1.0,0.08389333333333333,True,ok
Apple,Overripe,Apple_Overripe_042.jpg,Apple/Overripe/Apple_Overripe_042.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_042.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_042_mask.png,80252,0.22292222222222222,0.39,0.7,1.0,0.08389333333333333,True,ok
Apple,Overripe,Apple_Overripe_043.jpg,Apple/Overripe/Apple_Overripe_043.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_043.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_043_mask.png,258056,0.7168222222222222,0.9,0.9,1.0,0.08389333333333333,True,ok
Apple,Overripe,Apple_Overripe_044.jpg,Apple/Overripe/Apple_Overripe_044.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_044.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_044_mask.png,79432,0.22064444444444445,0.38666666666666666,0.6933333333333334,1.0,0.08389333333333333,True,ok
Apple,Overripe,Apple_Overripe_045.jpg,Apple/Overripe/Apple_Overripe_045.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_045.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_045_mask.png,47392,0.13164444444444445,0.47333333333333333,0.38,1.0,0.08389333333333333,True,ok
Apple,Overripe,Apple_Overripe_046.jpg,Apple/Overripe/Apple_Overripe_046.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_046.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_046_mask.png,258492,0.7180333333333333,0.9,0.9,1.0,0.08389333333333333,True,ok
Apple,Overripe,Apple_Overripe_047.jpg,Apple/Overripe/Apple_Overripe_047.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_047.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_047_mask.png,130240,0.36177777777777775,0.81,0.6566666666666666,1.0,0.08389333333333333,True,ok
Apple,Overripe,Apple_Overripe_048.jpg,Apple/Overripe/Apple_Overripe_048.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_048.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_048_mask.png,152068,0.4224111111111111,0.8933333333333333,0.6733333333333333,1.0,0.08389333333333333,True,ok
Apple,Overripe,Apple_Overripe_049.jpg,Apple/Overripe/Apple_Overripe_049.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_049.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_049_mask.png,256740,0.7131666666666666,0.9,0.9,1.0,0.08389333333333333,True,ok
Apple,Overripe,Apple_Overripe_050.jpg,Apple/Overripe/Apple_Overripe_050.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_050.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_050_mask.png,96584,0.2682888888888889,0.6966666666666667,0.5233333333333333,1.0,0.08389333333333333,True,ok
Apple,Overripe,Apple_Overripe_051.jpg,Apple/Overripe/Apple_Overripe_051.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_051.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_051_mask.png,251132,0.6975888888888889,0.9,0.9,1.0,0.08389333333333333,True,ok
Apple,Overripe,Apple_Overripe_052.jpg,Apple/Overripe/Apple_Overripe_052.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_052.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_052_mask.png,73128,0.20313333333333333,0.38,0.6666666666666666,1.0,0.08389333333333333,True,ok
Apple,Overripe,Apple_Overripe_053.jpg,Apple/Overripe/Apple_Overripe_053.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_053.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_053_mask.png,144244,0.4006777777777778,0.8,0.7233333333333334,1.0,0.08389333333333333,True,ok
Apple,Overripe,Apple_Overripe_054.jpg,Apple/Overripe/Apple_Overripe_054.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_054.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_054_mask.png,250512,0.6958666666666666,0.9,0.9,1.0,0.08389333333333333,True,ok
Apple,Overripe,Apple_Overripe_055.jpg,Apple/Overripe/Apple_Overripe_055.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_055.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_055_mask.png,158380,0.43994444444444447,0.7766666666666666,0.7566666666666667,1.0,0.08389333333333333,True,ok
Apple,Overripe,Apple_Overripe_056.jpg,Apple/Overripe/Apple_Overripe_056.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_056.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_056_mask.png,255044,0.7084555555555555,0.9,0.9,1.0,0.08389333333333333,True,ok
Apple,Overripe,Apple_Overripe_057.jpg,Apple/Overripe/Apple_Overripe_057.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_057.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_057_mask.png,98924,0.2747888888888889,0.6533333333333333,0.56,1.0,0.08389333333333333,True,ok
Apple,Overripe,Apple_Overripe_058.jpg,Apple/Overripe/Apple_Overripe_058.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_058.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_058_mask.png,111276,0.3091,0.5533333333333333,0.8866666666666667,1.0,0.08389333333333333,True,ok
