fruit,category,image,relative_path,processed_path,mask_path,glcm_contrast_mean,glcm_contrast_dir_std,glcm_dissimilarity_mean,glcm_dissimilarity_dir_std,glcm_homogeneity_mean,glcm_homogeneity_dir_std,glcm_energy_mean,glcm_energy_dir_std,glcm_correlation_mean,glcm_correlation_dir_std,glcm_asm_mean,glcm_asm_dir_std,glcm_entropy_mean,glcm_entropy_dir_std,glcm_variance_mean,glcm_variance_dir_std
Apple,Overripe,Apple_Overripe_011.jpg,Apple/Overripe/Apple_Overripe_011.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_011.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_011_mask.png,0.3427962438864356,0.0706216064822297,0.2823010400607411,0.04713271479643199,0.8646087134853828,0.02133488383345134,0.1752007991436942,0.007208530988453159,0.9937687576586529,0.0012897190457175536,0.03074728293960058,0.00252596934721228,5.562010572135689,0.13088338809947067,27.51209298712963,0.030475853919015524
Apple,Overripe,Apple_Overripe_012.jpg,Apple/Overripe/Apple_Overripe_012.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_012.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_012_mask.png,0.4767811882704594,0.13471517276249442,0.30327810323075166,0.060398699522062387,0.8629494376480593,0.024274218760455765,0.1565718616878728,0.0066940582010074235,0.9967493775863213,0.0009164758731402557,0.02455955828760484,0.002118402396775908,5.963527174861854,0.16081620832911395,73.32001071321446,0.06382769106067476
Apple,Overripe,Apple_Overripe_013.jpg,Apple/Overripe/Apple_Overripe_013.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_013.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_013_mask.png,1.4135802349442201,0.5211591559145836,0.44094006752212705,0.10613085864237522,0.8397167446969013,0.030158717809784474,0.26662017636586743,0.006292170633202988,0.9891562542208021,0.00400106255292291,0.0711259098566436,0.003387089353320106,5.568936040642265,0.1984285567979337,65.19004345275413,0.030391076375565276
Apple,Overripe,Apple_Overripe_014.jpg,Apple/Overripe/Apple_Overripe_014.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_014.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_014_mask.png,1.2423010697226418,0.45671636822365747,0.41321549681661063,0.09751224536261222,0.8431171082985104,0.029264713453333743,0.2468152544296488,0.005998324807987902,0.9903618638279412,0.003548381488272272,0.060953749719674384,0.0029897401936144915,5.6223271184823655,0.19440951130676562,64.46710983528789,0.0568376926219056
Apple,Overripe,Apple_Overripe_015.jpg,Apple/Overripe/Apple_Overripe_015.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_015.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_015_mask.png,0.29405950080002397,0.0697374209237183,0.24723027700871006,0.05045520734012979,0.8807350719598083,0.023444460890461462,0.21736784000136394,0.010050661011031388,0.9899482627063951,0.0024155329196674856,0.04734979365361722,0.00445312935293878,5.004691584525899,0.15204490700515857,14.641881013331776,0.061590564230881426
Apple,Overripe,Apple_Overripe_016.jpg,Apple/Overripe/Apple_Overripe_016.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_016.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_016_mask.png,0.24668428882125057,0.04815071360487243,0.22310727071460573,0.03799228403238707,0.8907503276910255,0.018002532203297707,0.20310929207396536,0.007447580690393589,0.9931966656578662,0.001327614189279283,0.0413088509849273,0.003022557665496386,5.068083705364642,0.11674309366940008,18.129434175096435,0.005420522440109561
Apple,Overripe,Apple_Overripe_017.jpg,Apple/Overripe/Apple_Overripe_017.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_017.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_017_mask.png,1.126697606015039,0.41857343172766986,0.37704898310221935,0.09072238050592327,0.8566380609559412,0.027436870001445644,0.2677489811822373,0.005585339359182098,0.9914663782356478,0.0031736838422864156,0.07172071293988327,0.00301540731186481,5.463250169941665,0.18624940613358393,66.03075043146251,0.04470018992094473
Apple,Overripe,Apple_Overripe_018.jpg,Apple/Overripe/Apple_Overripe_018.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_018.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_018_mask.png,0.19457871566512988,0.03638948829572557,0.16797655016009366,0.026467499188669735,0.9183895091019849,0.012359189490190286,0.2383503722887627,0.005647502794517987,0.995523604564986,0.0008423730173905971,0.05684279425800587,0.00268955507996838,4.759114566935903,0.08784280156288328,21.738724422438587,0.026025284409736168
Apple,Overripe,Apple_Overripe_019.jpg,Apple/Overripe/Apple_Overripe_019.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_019.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_019_mask.png,1.3547777831886312,0.49873818257816055,0.42818879861920983,0.1026145734091268,0.8427804157093236,0.029475151793321136,0.2645650019382773,0.006049202912386739,0.9896213224887259,0.0038242229254380504,0.07003123310647591,0.003229792627258633,5.562138995044034,0.1954166677561789,65.27939008018632,0.035004229270886145
Apple,Overripe,Apple_Overripe_020.jpg,Apple/Overripe/Apple_Overripe_020.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_020.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_020_mask.png,0.15352528548201722,0.02842932512514034,0.13841548121896863,0.02153283064615368,0.9322621471212654,0.010118350785240005,0.2398306719650178,0.004642025520452288,0.9955637633477569,0.0008259049673908744,0.0575402996161245,0.0022264464443945945,4.647408748709298,0.07796342150665428,17.306824877499245,0.01865048362372966
Apple,Overripe,Apple_Overripe_021.jpg,Apple/Overripe/Apple_Overripe_021.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_021.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_021_mask.png,0.5990292072848544,0.19878701112481043,0.27519348980184244,0.06474700597235639,0.8849651083641212,0.02337587409020752,0.29667911749246423,0.005144274618829284,0.993237281509058,0.0022457297429829973,0.08804496231746131,0.0030728026665697247,5.058533718356755,0.16361056828142462,44.29388228924604,0.014681260024895275
Apple,Overripe,Apple_Overripe_022.jpg,Apple/Overripe/Apple_Overripe_022.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_022.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_022_mask.png,0.3694688656686714,0.08220982531386763,0.2678733027274516,0.04730254304159127,0.8751033600248213,0.020666230994203297,0.18598446109303657,0.007129296915755031,0.9946405945835299,0.0011912981547698845,0.03464104664258023,0.002659227367894658,5.595657791133297,0.13458148068597547,34.467389998509844,0.008698840615984168
Apple,Overripe,Apple_Overripe_023.jpg,Apple/Overripe/Apple_Overripe_023.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_023.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_023_mask.png,1.1071484304487451,0.41053139909058667,0.3705053856728935,0.08834266582540153,0.8598312777458987,0.026414388376153834,0.27336403988284824,0.00530320517328408,0.9918153000688938,0.003037723970350989,0.07475602228618139,0.00292153688460384,5.425147297892584,0.18082587836787964,67.64876342282925,0.03936816034496486
Apple,Overripe,Apple_Overripe_024.jpg,Apple/Overripe/Apple_Overripe_024.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_024.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_024_mask.png,0.2910657484408078,0.08792285869600225,0.2184749879611318,0.05027318106108964,0.8964340351614779,0.02228566523104948,0.19161109722969727,0.00825632215287365,0.9943878638153596,0.0017013408829265196,0.036782979437060534,0.00322433507658098,5.302013211390521,0.15891868435005682,25.94619036956496,0.0499873366589671
Apple,Overripe,Apple_Overripe_025.jpg,Apple/Overripe/Apple_Overripe_025.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_025.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_025_mask.png,0.20480715133437455,0.0392248667152142,0.1557093771482905,0.02351585285580035,0.9256310576412468,0.010763042793355824,0.2627844554786984,0.0053872377945806665,0.9905369407061422,0.0018586694426814964,0.06908469237229137,0.002831207660985109,4.370309805526234,0.08014334294406013,10.832175169285591,0.0606349626764379
Apple,Overripe,Apple_Overripe_026.jpg,Apple/Overripe/Apple_Overripe_026.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_026.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_026_mask.png,0.4041011062288351,0.08737830913337316,0.2616943704749311,0.0417402282342723,0.8804407100303175,0.01750515588342333,0.23272036164627347,0.007446242843878375,0.9833299889185465,0.003767679114841531,0.05421421325726233,0.0034657978347477935,4.8660885944787715,0.10862583476403422,12.149325412868235,0.1275986794852183
Apple,Overripe,Apple_Overripe_027.jpg,Apple/Overripe/Apple_Overripe_027.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_027.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_027_mask.png,0.8017525838494775,0.29847452182806666,0.33660821120242573,0.07625356486496235,0.8632357911553729,0.025005348477348224,0.24060273583508102,0.006176528598594457,0.9943040799695126,0.0021234562715520757,0.05792782599685504,0.0029934758347293475,5.465172984656217,0.16652767923957829,70.3962011190764,0.04880158657295756
Apple,Overripe,Apple_Overripe_028.jpg,Apple/Overripe/Apple_Overripe_028.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_028.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_028_mask.png,1.3345074748449632,0.49315243954597204,0.42399229190729193,0.10253420205673347,0.8441525230243843,0.029632734381628216,0.27270163705871653,0.006012298635850031,0.9897842740473802,0.0037780976045170647,0.07440233058939061,0.0033077437516829725,5.520326333131992,0.19610402651612224,65.32679849827869,0.030726702438815433
Apple,Overripe,Apple_Overripe_029.jpg,Apple/Overripe/Apple_Overripe_029.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_029.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_029_mask.png,0.18274566659706654,0.03367846872169208,0.15157967571354544,0.023125010271324995,0.926980359703433,0.010791462512671842,0.25953207751199414,0.0054265612404321645,0.9917143006187543,0.0015656322244854825,0.06738634682458791,0.0028136820506452233,4.374194385028247,0.07888449915832547,11.038070910695309,0.056211095160308644
Apple,Overripe,Apple_Overripe_030.jpg,Apple/Overripe/Apple_Overripe_030.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_030.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_030_mask.png,0.18509275659723726,0.03217859706918289,0.15101832684516553,0.02330332553151215,0.9274266456114861,0.010947067613675478,0.2630899676347257,0.005760034283450761,0.9900415761179603,0.0017740118948877215,0.06924950906498756,0.0030269822508338052,4.324204121548459,0.08145550997517985,9.300608289040118,0.04321937809664344
Apple,Overripe,Apple_Overripe_031.jpg,Apple/Overripe/Apple_Overripe_031.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_031.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_031_mask.png,0.37330623831084886,0.10262900750138838,0.2715578181949689,0.05675394399443756,0.8738233875575219,0.024095754495102914,0.1617754026012626,0.006537508585509631,0.997391921819496,0.0007156551060570642,0.026214019905306217,0.0021366851926760662,5.8518186298837005,0.1623719086551737,71.5559658808819,0.048938398821233464
Apple,Overripe,Apple_Overripe_032.jpg,Apple/Overripe/Apple_Overripe_032.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_032.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_032_mask.png,0.18721228838922704,0.034167715862193596,0.15536999102925828,0.023884186708688908,0.925166725339142,0.011068880994462583,0.2555904618193293,0.005552784836245648,0.99116113906439,0.0016439417010295514,0.06535731759245568,0.002840049459183172,4.409384694860468,0.08169924477998478,10.597380476950498,0.040581133573889414
Apple,Overripe,Apple_Overripe_033.jpg,Apple/Overripe/Apple_Overripe_033.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_033.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_033_mask.png,0.1741916421391439,0.033839328458407834,0.13502691720904564,0.02157690134696224,0.9359411332415548,0.009752874935536863,0.3378536072232967,0.003379055418535932,0.9982499459209935,0.00034021400893967943,0.11415647792931521,0.002283429382730511,4.094662289395977,0.06965891073826026,49.76888768686737,0.007836325637656346
Apple,Overripe,Apple_Overripe_034.jpg,Apple/Overripe/Apple_Overripe_034.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_034.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_034_mask.png,0.21018593768708269,0.04162466171780922,0.1730910521910238,0.0280124798653078,0.9165956475690673,0.012919616975954016,0.2491823400968748,0.006248028316733026,0.9909182490721046,0.0018310487583721594,0.062130876474001284,0.0031107813445939102,4.522350195431642,0.09233931160086413,11.580426403148397,0.04760740601996713
Apple,Overripe,Apple_Overripe_035.jpg,Apple/Overripe/Apple_Overripe_035.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_035.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_035_mask.png,0.16774924976037514,0.029564264680322753,0.14444739055476702,0.02295844345102803,0.9299340162862024,0.010931556146467592,0.2643742693769825,0.005764896655697655,0.9907645443966921,0.0016601779807416332,0.0699269883420642,0.003038603856538562,4.302500694298219,0.08118705847217157,9.087717940672055,0.03526428604745615
Apple,Overripe,Apple_Overripe_036.jpg,Apple/Overripe/Apple_Overripe_036.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_036.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_036_mask.png,0.8555075226754751,0.29495823071029087,0.34484280096395203,0.08110627707843296,0.8614758743886604,0.02721652625241401,0.2588877871088171,0.005344627870970307,0.9934444683630179,0.0022643457143328746,0.06705145136117936,0.0027801953642257486,5.47615463953686,0.17693273780062038,65.27175956652113,0.06236595853762611
Apple,Overripe,Apple_Overripe_037.jpg,Apple/Overripe/Apple_Overripe_037.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_037.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_037_mask.png,0.25962494588608287,0.05626928836631583,0.2249835643356923,0.04139197828280366,0.890875465019812,0.01927470624958774,0.1742373545553248,0.00667098350402755,0.996088124079205,0.0008515742170144778,0.030403157743348966,0.0023405413034612954,5.510138039288651,0.12897865884053467,33.19226225366454,0.03782390159506979
Apple,Overripe,Apple_Overripe_038.jpg,Apple/Overripe/Apple_Overripe_038.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_038.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_038_mask.png,0.1381680312884962,0.02410340237167549,0.1273318144436863,0.019844563304908042,0.9373823399836857,0.009514050839994462,0.2458893656557548,0.004739341668054977,0.9954007400992968,0.0008084251372538194,0.06048404150203607,0.002329603990451118,4.525181786034173,0.07409607920556995,15.024329364782183,0.02327828323319057
Apple,Overripe,Apple_Overripe_039.jpg,Apple/Overripe/Apple_Overripe_039.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_039.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_039_mask.png,0.16020910741351668,0.03945214678539449,0.10233188246116157,0.01886760966323355,0.9533652237857547,0.007773690791101412,0.5343600107419387,0.0007631281229450406,0.9985617135539124,0.00035378751294847373,0.28554120344465694,0.0008155816741385787,3.4168035313590814,0.056562744543414804,55.690547543768744,0.019755427991302255
Apple,Overripe,Apple_Overripe_040.jpg,Apple/Overripe/Apple_Overripe_040.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_040.jpg,C:\Users\HP\OneDrive\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_040_mask.png,0.19160697119112444,0.036720885556940135,0.1547320444378915,0.02413292823629898,0.9256837448920787,0.01109998399086522,0.2568538040573137,0.0055878059169036055,0.9907231360410366,0.0018107158209851927,0.06600510023367785,0.0028713823194974415,4.4025257684118895,0.08260789170350312,10.334724352854147,0.04044692367910757
