fruit,category,image,image_path,R_mean,G_mean,B_mean
Apple,Ripe,Apple_Ripe_011.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Ripe\Apple_Ripe_011.jpg,217.25144884171405,156.53851241751838,98.71136159624561
Apple,Rotten,Apple_Rotten_046.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Rotten\Apple_Rotten_046.jpg,233.8446955616683,147.79704111218496,77.38286186900602
Apple,Rotten,Apple_Rotten_071.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Rotten\Apple_Rotten_071.jpg,172.67805077433127,148.14184908488124,138.69330464598755
Apple,Unripe,Apple_Unripe_034.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Unripe\Apple_Unripe_034.jpg,207.34755251493544,247.3500385430719,113.44558681826942
Apple,Unripe,Apple_Unripe_023.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Unripe\Apple_Unripe_023.jpg,179.60505685402595,179.65102091058762,128.21421042913633
Apple,Overripe,Apple_Overripe_031.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_031.jpg,136.27504260556714,99.98048033831977,55.733715205453514
Apple,Unripe,Apple_Unripe_032.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Unripe\Apple_Unripe_032.jpg,135.43232378279112,135.40210445376772,71.52758036340833
Apple,Ripe,Apple_Ripe_046.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Ripe\Apple_Ripe_046.jpg,220.64866630509812,123.15803421753279,19.1708534661276
Apple,Overripe,Apple_Overripe_005.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_005.jpg,226.49084805521173,168.4494673868197,106.96792130827801
Apple,Ripe,Apple_Ripe_034.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Ripe\Apple_Ripe_034.jpg,164.41181868232704,114.03396953569462,82.20787300422096
Apple,Overripe,Apple_Overripe_001.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_001.jpg,104.34678467319917,87.26405717697467,50.90109050679591
Apple,Ripe,Apple_Ripe_071.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Ripe\Apple_Ripe_071.jpg,157.62547817110936,134.66633523589775,136.9326993138624
Apple,Unripe,Apple_Unripe_005.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Unripe\Apple_Unripe_005.jpg,222.74163354433486,124.26178909661907,26.057044015898718
Apple,Unripe,Apple_Unripe_011.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Unripe\Apple_Unripe_011.jpg,173.19000356194067,173.08849196337138,111.1943187046409
Apple,Overripe,Apple_Overripe_084.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_084.jpg,230.16592448357602,177.7132577040298,116.16462072468676
Apple,Rotten,Apple_Rotten_023.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Rotten\Apple_Rotten_023.jpg,232.0601535522739,178.50129490852987,113.39766549114687
Apple,Overripe,Apple_Overripe_032.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_032.jpg,91.0214144442526,35.417191203478424,36.61366097917026
Apple,Overripe,Apple_Overripe_074.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_074.jpg,215.3992944400338,142.16006991574255,67.98782877045612
Apple,Ripe,Apple_Ripe_040.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Ripe\Apple_Ripe_040.jpg,176.09728848360407,90.3937662298448,70.53909127966665
Apple,Rotten,Apple_Rotten_078.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Rotten\Apple_Rotten_078.jpg,131.27710633641698,104.2906470705262,84.91367004874166
Apple,Overripe,Apple_Overripe_078.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_078.jpg,237.37167189861643,186.1766848816029,127.3360655737705
Apple,Overripe,Apple_Overripe_040.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_040.jpg,127.96498843048057,71.7823041445639,73.25737852004596
Apple,Rotten,Apple_Rotten_040.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Rotten\Apple_Rotten_040.jpg,191.90029931584948,134.2249501140251,80.86649265963511
Apple,Overripe,Apple_Overripe_077.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_077.jpg,134.8581705150977,108.6221691829485,41.96504218472469
Apple,Rotten,Apple_Rotten_011.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Rotten\Apple_Rotten_011.jpg,189.84562627291243,97.05122708757638,71.60664969450102
Apple,Overripe,Apple_Overripe_046.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_046.jpg,56.19185506708138,14.618142921250948,18.38800813951689
Apple,Ripe,Apple_Ripe_023.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Ripe\Apple_Ripe_023.jpg,169.62410926365797,57.068078648719975,48.03427025600422
Apple,Rotten,Apple_Rotten_019.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Rotten\Apple_Rotten_019.jpg,173.80673678226265,130.8781637293917,114.78297328027288
Apple,Ripe,Apple_Ripe_078.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Ripe\Apple_Ripe_078.jpg,222.86258372994888,134.81610259122158,43.42101842058875
Apple,Unripe,Apple_Unripe_081.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Unripe\Apple_Unripe_081.jpg,185.69786235662147,187.433554016566,87.08176264583784
Apple,Unripe,Apple_Unripe_091.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Unripe\Apple_Unripe_091.jpg,163.45463306152706,187.93947368421053,80.87513435878428
Apple,Rotten,Apple_Rotten_034.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Rotten\Apple_Rotten_034.jpg,130.37426847771115,82.78304794932929,60.75969342292223
Apple,Overripe,Apple_Overripe_011.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_011.jpg,201.84461211236408,126.61942458719291,141.249710531615
Apple,Ripe,Apple_Ripe_077.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Ripe\Apple_Ripe_077.jpg,149.0430930169015,89.01183691791249,90.96611889613177
Apple,Rotten,Apple_Rotten_032.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Rotten\Apple_Rotten_032.jpg,184.86956428448818,83.92665360187675,77.30704640384505
Apple,Ripe,Apple_Ripe_013.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Ripe\Apple_Ripe_013.jpg,120.35437715978279,91.00861444791838,76.09753167681421
Apple,Ripe,Apple_Ripe_005.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Ripe\Apple_Ripe_005.jpg,195.70823769694613,112.55472670686636,112.20552907994553
Apple,Overripe,Apple_Overripe_045.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_045.jpg,132.5785153612424,95.68610735989196,37.68680367994598
Apple,Rotten,Apple_Rotten_081.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Rotten\Apple_Rotten_081.jpg,243.2275216925915,200.29470040310642,161.47174269511945
Apple,Ripe,Apple_Ripe_074.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Ripe\Apple_Ripe_074.jpg,129.50647088292445,70.32855765727471,29.064272376730628
Apple,Ripe,Apple_Ripe_081.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Ripe\Apple_Ripe_081.jpg,245.29880825869137,145.30622185112088,38.42935580183189
Apple,Unripe,Apple_Unripe_071.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Unripe\Apple_Unripe_071.jpg,120.86882188022851,122.67570052605399,61.11620291515307
Apple,Unripe,Apple_Unripe_045.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Unripe\Apple_Unripe_045.jpg,200.95349296208576,211.03841488071168,142.10403308108525
Apple,Overripe,Apple_Overripe_091.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_091.jpg,90.14311785221835,43.34815070159786,39.15922621461595
Apple,Rotten,Apple_Rotten_084.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Rotten\Apple_Rotten_084.jpg,148.6480493587671,99.79134335596508,74.38995311994827
Apple,Rotten,Apple_Rotten_074.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Rotten\Apple_Rotten_074.jpg,163.30490473550608,99.57910746068333,65.26700318034605
Apple,Overripe,Apple_Overripe_054.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_054.jpg,92.12141134955611,47.37069282110238,38.31183336526793
Apple,Ripe,Apple_Ripe_091.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Ripe\Apple_Ripe_091.jpg,114.87805877313866,38.56839174643376,23.097089277068047
Apple,Overripe,Apple_Overripe_034.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_034.jpg,111.72299718552468,76.78733409206257,80.41115947155534
Apple,Rotten,Apple_Rotten_013.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Rotten\Apple_Rotten_013.jpg,147.46972585136004,111.0734364960377,86.25353930177768
Apple,Ripe,Apple_Ripe_054.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Ripe\Apple_Ripe_054.jpg,221.12313929416405,119.0348851537855,18.13644765378549
Apple,Ripe,Apple_Ripe_084.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Ripe\Apple_Ripe_084.jpg,139.8749733044513,50.69221557799676,31.212389785520333
Apple,Unripe,Apple_Unripe_031.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Unripe\Apple_Unripe_031.jpg,175.07787129220978,171.0026685825721,97.07790208354716
Banana,Unripe,Banana_Unripe_013.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Unripe\Banana_Unripe_013.jpg,156.33930141241282,117.81313368106429,33.715656684053215
Banana,Unripe,Banana_Unripe_005.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Unripe\Banana_Unripe_005.jpg,130.01832670600308,99.50075359158542,48.41117239610056
Banana,Rotten,Banana_Rotten_034.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Rotten\Banana_Rotten_034.jpg,95.66555018300258,84.10298512474397,75.46909103119438
Banana,Rotten,Banana_Rotten_077.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Rotten\Banana_Rotten_077.jpg,81.78916483986526,68.2002553066353,49.983050847457626
Banana,Ripe,Banana_Ripe_001.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Ripe\Banana_Ripe_001.jpg,236.9563837333018,226.1211195176735,143.01916302163377
Banana,Rotten,Banana_Rotten_074.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Rotten\Banana_Rotten_074.jpg,117.4844464020261,98.75834113307273,60.87956284754721
Banana,Unripe,Banana_Unripe_011.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Unripe\Banana_Unripe_011.jpg,178.08991249631305,163.50514698653032,137.21194572805035
Banana,Overripe,Banana_Overripe_019.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Overripe\Banana_Overripe_019.jpg,165.28944171838168,127.54031365757444,96.73275965747823
Banana,Rotten,Banana_Rotten_005.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Rotten\Banana_Rotten_005.jpg,134.00821464903356,99.01525940996949,55.20322990844354
Banana,Overripe,Banana_Overripe_054.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Overripe\Banana_Overripe_054.jpg,103.52493962474456,60.85718929964704,4.3903956901356125
Banana,Rotten,Banana_Rotten_084.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Rotten\Banana_Rotten_084.jpg,47.62158952771149,36.27694047994237,24.03247827652965
Banana,Rotten,Banana_Rotten_031.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Rotten\Banana_Rotten_031.jpg,119.43928512464916,110.24345385504375,104.28382862803367
Banana,Ripe,Banana_Ripe_013.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Ripe\Banana_Ripe_013.jpg,182.81252686191442,170.99089764843126,116.03358506784552
Banana,Ripe,Banana_Ripe_054.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Ripe\Banana_Ripe_054.jpg,212.91623537191984,182.15555363869,69.58882515310964
Banana,Unripe,Banana_Unripe_040.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Unripe\Banana_Unripe_040.jpg,221.34841257785203,189.71130943338903,122.26661856296522
Banana,Overripe,Banana_Overripe_023.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Overripe\Banana_Overripe_023.jpg,156.27336360375327,139.8926218211339,139.0988445635962
Banana,Ripe,Banana_Ripe_011.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Ripe\Banana_Ripe_011.jpg,174.91874275018455,143.82848254771696,119.90696509543393
Banana,Ripe,Banana_Ripe_019.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Ripe\Banana_Ripe_019.jpg,178.0295665218754,161.04356052124848,130.1167883211679
Banana,Overripe,Banana_Overripe_071.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Overripe\Banana_Overripe_071.jpg,178.80132748237367,173.07452629259694,166.84116113396004
Banana,Ripe,Banana_Ripe_045.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Ripe\Banana_Ripe_045.jpg,171.25713762811128,176.27781844802342,108.59226299414348
Banana,Ripe,Banana_Ripe_091.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Ripe\Banana_Ripe_091.jpg,185.8883054649266,176.33041054921154,124.60843189233279
Banana,Overripe,Banana_Overripe_074.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Overripe\Banana_Overripe_074.jpg,76.44807822654599,66.47197081456082,65.18089390375184
Banana,Overripe,Banana_Overripe_001.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Overripe\Banana_Overripe_001.jpg,148.0445565541801,120.68273415861172,89.97986264202137
Banana,Unripe,Banana_Unripe_084.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Unripe\Banana_Unripe_084.jpg,191.18091165303167,154.74954984929738,88.79731475319998
Banana,Overripe,Banana_Overripe_046.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Overripe\Banana_Overripe_046.jpg,128.60462070248317,79.95552128220231,7.113866757603001
Banana,Rotten,Banana_Rotten_078.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Rotten\Banana_Rotten_078.jpg,158.99296584458799,130.17399442160894,100.18732873360736
Banana,Overripe,Banana_Overripe_045.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Overripe\Banana_Overripe_045.jpg,134.16065911431514,74.77818400274631,11.236371438379678
Banana,Overripe,Banana_Overripe_034.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Overripe\Banana_Overripe_034.jpg,122.14370460048426,109.77543237634036,94.73417934970598
Banana,Unripe,Banana_Unripe_034.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Unripe\Banana_Unripe_034.jpg,159.78773220880876,131.75602916046523,68.37095529463646
Banana,Overripe,Banana_Overripe_011.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Overripe\Banana_Overripe_011.jpg,141.77174910636654,114.01515554052749,79.05712008501594
Banana,Ripe,Banana_Ripe_078.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Ripe\Banana_Ripe_078.jpg,169.4731775453962,172.41214277624675,122.54562271131412
Banana,Rotten,Banana_Rotten_040.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Rotten\Banana_Rotten_040.jpg,156.6236913372304,150.5357343373295,146.60707090722943
Banana,Ripe,Banana_Ripe_077.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Ripe\Banana_Ripe_077.jpg,181.99009986390908,160.21612102509056,134.7989831515593
Banana,Unripe,Banana_Unripe_045.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Unripe\Banana_Unripe_045.jpg,183.96768752306153,167.09972677595627,142.15350622880538
Banana,Ripe,Banana_Ripe_081.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Ripe\Banana_Ripe_081.jpg,213.71479300999906,184.27382954864032,137.2532707223624
Banana,Ripe,Banana_Ripe_084.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Ripe\Banana_Ripe_084.jpg,167.1043393597256,120.8748928112048,57.74384557667572
Banana,Unripe,Banana_Unripe_001.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Unripe\Banana_Unripe_001.jpg,165.54411308735237,136.58161625842095,86.63895622515996
Banana,Rotten,Banana_Rotten_045.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Rotten\Banana_Rotten_045.jpg,51.96171426607554,47.13761728013197,39.44919579338076
Banana,Unripe,Banana_Unripe_071.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Unripe\Banana_Unripe_071.jpg,174.33700841400048,144.26514651966343,82.66461372088729
Banana,Unripe,Banana_Unripe_054.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Unripe\Banana_Unripe_054.jpg,162.74002213064713,113.78174603174604,28.0411134004884
Banana,Unripe,Banana_Unripe_091.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Unripe\Banana_Unripe_091.jpg,143.52497468230374,113.40644702884585,56.749460978079775
Banana,Rotten,Banana_Rotten_023.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Rotten\Banana_Rotten_023.jpg,104.54559449642797,75.51476318764583,51.844352103528735
Banana,Ripe,Banana_Ripe_034.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Ripe\Banana_Ripe_034.jpg,178.9637630662021,140.50931640949062,24.76056080968973
Banana,Overripe,Banana_Overripe_091.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Overripe\Banana_Overripe_091.jpg,147.32113104911133,130.30801074257172,117.25247181785525
