fruit,category,image,H_mean,S_mean,V_mean
Apple,Ripe,Apple_Ripe_046.jpg,14.70611872596391,233.36859037570258,220.64881421950497
Apple,Overripe,Apple_Overripe_005.jpg,24.373373091782003,142.54926671917784,226.76386857207157
Apple,Ripe,Apple_Ripe_034.jpg,24.679757753716277,133.3787025142228,164.41181868232704
Apple,Overripe,Apple_Overripe_001.jpg,33.772240368068,162.94945211252767,106.51750781442068
Apple,Ripe,Apple_Ripe_071.jpg,108.33957738781955,68.24145364017245,160.10657902726334
Apple,Unripe,Apple_Unripe_005.jpg,15.432172824966878,226.220594729869,222.76397271701262
Apple,Unripe,Apple_Unripe_011.jpg,29.657753157511983,95.24303195357604,173.9319149883495
Apple,Overripe,Apple_Overripe_084.jpg,24.20153233999323,133.10394514053505,230.4433626820183
Apple,Rotten,Apple_Rotten_023.jpg,23.01594298728969,134.4965652780839,232.2634082727206
Apple,Overripe,Apple_Overripe_032.jpg,92.97634482866874,172.7045104933524,91.52721051061893
Apple,Overripe,Apple_Overripe_074.jpg,14.50430250723487,174.36455425512844,215.41131841114554
Apple,Ripe,Apple_Ripe_040.jpg,6.37607192463313,151.224149254182,176.09728848360407
Apple,Rotten,Apple_Rotten_078.jpg,36.65497861334925,114.56479409131603,132.3701507012832
Apple,Overripe,Apple_Overripe_078.jpg,22.977037553772817,120.92398170755338,237.6279405495485
Apple,Overripe,Apple_Overripe_040.jpg,94.96138377748744,118.00375812621007,128.53589699192494
Apple,Rotten,Apple_Rotten_040.jpg,14.798870438996579,151.72124429874572,191.9130647805017
Apple,Overripe,Apple_Overripe_077.jpg,27.331349911190053,166.95827042628775,135.27597690941386
Apple,Rotten,Apple_Rotten_011.jpg,6.558828920570265,158.97060590631364,189.84562627291243
Apple,Overripe,Apple_Overripe_046.jpg,89.2678961051019,203.92933630441175,57.154743667115426
Apple,Ripe,Apple_Ripe_023.jpg,4.18923198733175,187.18176299815255,169.62410926365797
Apple,Rotten,Apple_Rotten_019.jpg,20.425884025014213,93.19658328595793,174.00405343945422
Apple,Ripe,Apple_Ripe_078.jpg,14.49491010047594,206.91257932310947,222.89230786180153
Apple,Unripe,Apple_Unripe_081.jpg,30.328093336218938,143.2554154288075,188.44221083282508
Apple,Unripe,Apple_Unripe_091.jpg,36.844532987398075,148.91443198665678,188.03899184581172
Apple,Rotten,Apple_Rotten_034.jpg,10.744810105242877,141.62452134961347,130.42613732148448
Apple,Overripe,Apple_Overripe_011.jpg,109.85924285138945,106.82093863270238,202.25792262384212
Apple,Ripe,Apple_Ripe_077.jpg,83.02307857449549,119.6784222647254,150.82222178851634
Apple,Rotten,Apple_Rotten_032.jpg,40.45655003719174,150.98989386050238,184.8714381758883
Apple,Ripe,Apple_Ripe_013.jpg,57.34749876583841,103.97014974493993,121.07946355109429
Apple,Ripe,Apple_Ripe_005.jpg,92.49938727873955,114.81501167088115,195.70823769694613
Apple,Overripe,Apple_Overripe_045.jpg,17.362972653612424,190.86712947332884,132.5842758271438
Apple,Rotten,Apple_Rotten_081.jpg,20.035784235578127,87.00128675214648,243.3943325969619
Apple,Ripe,Apple_Ripe_074.jpg,14.376142367014817,207.01214476560602,129.50650883531696
Apple,Ripe,Apple_Ripe_081.jpg,16.29387429785942,215.09786954101514,245.36078639744952
Apple,Unripe,Apple_Unripe_071.jpg,30.578214732526416,142.90908988137406,123.13962663732421
Apple,Unripe,Apple_Unripe_045.jpg,34.234922881404884,85.42100398590492,211.09301407582848
Apple,Overripe,Apple_Overripe_091.jpg,102.70213723740774,165.41612863979236,90.7171911752778
Apple,Rotten,Apple_Rotten_084.jpg,14.589381937708804,127.43735855156805,148.7060971009807
Apple,Rotten,Apple_Rotten_074.jpg,11.942068100253843,159.49576926443555,163.40259096081465
Apple,Overripe,Apple_Overripe_054.jpg,94.646164654787,167.67634684166828,92.48178131187328
Apple,Ripe,Apple_Ripe_091.jpg,22.034749897575328,214.86234124175948,114.88236992066744
Apple,Overripe,Apple_Overripe_034.jpg,114.76992817705049,86.42902677596469,112.5030374801987
Apple,Rotten,Apple_Rotten_013.jpg,14.461228314414221,119.98014028699936,147.48224994645534
Apple,Ripe,Apple_Ripe_054.jpg,14.477548304416404,234.1845302641956,221.12313929416405
Apple,Ripe,Apple_Ripe_084.jpg,6.3321498306739485,204.4933451810721,139.8749733044513
Apple,Unripe,Apple_Unripe_031.jpg,31.14872729138869,123.32849738273633,176.76976803859182
Banana,Unripe,Banana_Unripe_013.jpg,19.57147775889351,199.2923577331067,156.33930141241282
Banana,Unripe,Banana_Unripe_005.jpg,21.03849730631093,166.34718124679324,130.07035659312467
Banana,Rotten,Banana_Rotten_034.jpg,14.758579295523992,51.047387596118334,95.68134884658004
Banana,Rotten,Banana_Rotten_077.jpg,59.60686788215794,113.56698791637706,86.61819627867187
Banana,Ripe,Banana_Ripe_001.jpg,26.48087244355125,101.6660007093037,237.1789041257832
Banana,Rotten,Banana_Rotten_074.jpg,27.8594395199031,117.53742498485933,117.97033804988163
Banana,Unripe,Banana_Unripe_011.jpg,21.75732474682922,60.77203814767476,178.1853111788418
Banana,Overripe,Banana_Overripe_019.jpg,22.74814186751335,102.8863712897484,165.76754101120892
Banana,Rotten,Banana_Rotten_005.jpg,17.119303153611394,138.70957951848084,134.0281451339437
Banana,Overripe,Banana_Overripe_054.jpg,18.234386030094743,241.17817202303547,103.52709455693851
Banana,Rotten,Banana_Rotten_084.jpg,35.37752127324299,137.1766354509027,48.81980212507316
Banana,Rotten,Banana_Rotten_031.jpg,21.081451213472015,38.36544493973914,119.58195476308404
Banana,Ripe,Banana_Ripe_013.jpg,26.67612973537177,107.03094492540063,182.94150242524714
Banana,Ripe,Banana_Ripe_054.jpg,23.44030161879295,175.77057994766957,212.91623537191984
Banana,Unripe,Banana_Unripe_040.jpg,31.6835029621753,116.93168768038888,222.11678566003343
Banana,Overripe,Banana_Overripe_023.jpg,92.20399966016576,51.368984462023526,159.82706685294616
Banana,Ripe,Banana_Ripe_011.jpg,54.82543762522408,90.4245821469999,175.31876779500158
Banana,Ripe,Banana_Ripe_019.jpg,68.01801307599301,72.2021293269446,178.2282253369755
Banana,Overripe,Banana_Overripe_071.jpg,10.582155185076381,39.83805816686252,179.7936526880141
Banana,Ripe,Banana_Ripe_045.jpg,30.955023792093705,102.96671394582724,177.75372895314788
Banana,Ripe,Banana_Ripe_091.jpg,21.677788539967374,96.84716557911909,186.07604336595975
Banana,Overripe,Banana_Overripe_074.jpg,73.35520912244328,83.55078545512539,83.8997747298752
Banana,Overripe,Banana_Overripe_001.jpg,15.257334237748008,98.15630829235204,148.0501950144141
Banana,Unripe,Banana_Unripe_084.jpg,18.42946334207539,132.1960014874545,191.18104865541943
Banana,Overripe,Banana_Overripe_046.jpg,18.097257959512664,238.02375453389962,128.60720153765075
Banana,Rotten,Banana_Rotten_078.jpg,18.674092288119006,89.67564591896652,159.01942650225092
Banana,Overripe,Banana_Overripe_045.jpg,18.127428767593546,232.16184346035016,134.1823377960865
Banana,Overripe,Banana_Overripe_034.jpg,74.93742649602214,72.33245416810792,127.31692320996196
Banana,Unripe,Banana_Unripe_034.jpg,20.72069483490436,151.99051871451408,159.82197784025138
Banana,Overripe,Banana_Overripe_011.jpg,41.73643850835668,107.21484639165298,142.48067819534344
Banana,Ripe,Banana_Ripe_078.jpg,31.410236324512063,88.98703235305221,174.16004756691456
Banana,Rotten,Banana_Rotten_040.jpg,25.427354767330492,18.98532811519535,157.28412431057828
Banana,Ripe,Banana_Ripe_077.jpg,69.04818289854516,89.54037204577256,189.96226351804643
Banana,Unripe,Banana_Unripe_045.jpg,20.80478537416759,58.41970200130023,184.02083882417023
Banana,Ripe,Banana_Ripe_081.jpg,18.314222969815905,92.15330342958602,213.781796093823
Banana,Ripe,Banana_Ripe_084.jpg,55.338341432042306,173.7185847506074,170.83448263541518
Banana,Unripe,Banana_Unripe_001.jpg,18.58021394142684,125.08213772303182,165.5548876737041
Banana,Rotten,Banana_Rotten_045.jpg,40.34610097260886,83.81171598446575,53.46412001237241
Banana,Unripe,Banana_Unripe_071.jpg,23.523112125128584,136.94745206129824,174.4637921029726
Banana,Unripe,Banana_Unripe_054.jpg,18.094303266178265,204.69600885225884,162.74183455433456
Banana,Unripe,Banana_Unripe_091.jpg,19.54845480382869,160.53582045669856,143.55094573846003
Banana,Rotten,Banana_Rotten_023.jpg,21.40053039232194,134.84044933009406,104.9091838452842
Banana,Ripe,Banana_Ripe_034.jpg,21.484469885515182,211.72542724406836,178.9652480504397
Banana,Overripe,Banana_Overripe_091.jpg,85.66636873706358,65.70638396140885,150.97692827451718
Banana,Unripe,Banana_Unripe_078.jpg,18.195487042001787,188.7174107316315,141.5146967401018
Banana,Unripe,Banana_Unripe_074.jpg,39.75468217934166,83.0664276132494,213.96500619131152
Banana,Ripe,Banana_Ripe_046.jpg,22.67314016783851,208.59690405987752,161.518745747335
Banana,Ripe,Banana_Ripe_005.jpg,18.924302221498902,73.74218813573114,164.3709618357881
Banana,Ripe,Banana_Ripe_032.jpg,74.16457848267595,111.15789898337906,203.60445146268933
Banana,Unripe,Banana_Unripe_031.jpg,42.657995127268066,64.62985937466607,214.27440640294074
Banana,Rotten,Banana_Rotten_032.jpg,57.90894628485869,91.22680543300982,43.71101040079142
Banana,Ripe,Banana_Ripe_031.jpg,53.422810901726564,68.12657467476744,181.7223766862321
Banana,Unripe,Banana_Unripe_019.jpg,51.60045628495732,140.15964716766896,177.04216956137768
Banana,Rotten,Banana_Rotten_081.jpg,23.056968348170127,84.12020771513353,105.08489614243324
Banana,Unripe,Banana_Unripe_023.jpg,22.901516743269863,100.3124097176625,171.11766907419567
Banana,Unripe,Banana_Unripe_081.jpg,18.066935291466745,120.86559260928347,166.82477533600192
Banana,Rotten,Banana_Rotten_046.jpg,21.47959500889737,77.14206311772399,189.02506271037456
Banana,Overripe,Banana_Overripe_077.jpg,48.231405085893726,83.2363385875254,131.3209931654455
Banana,Unripe,Banana_Unripe_046.jpg,18.2437744229509,137.13179291764763,152.49082546540131
Banana,Overripe,Banana_Overripe_078.jpg,29.94599364903194,65.54100382291281,228.0700302133432
Banana,Rotten,Banana_Rotten_071.jpg,18.292303035947103,104.4671028124418,148.5824874278264
Banana,Rotten,Banana_Rotten_001.jpg,26.704578999759722,64.23330072426458,99.3766519067724
Banana,Ripe,Banana_Ripe_074.jpg,24.130689958527082,104.92095010682418,185.9760085459344
Banana,Overripe,Banana_Overripe_040.jpg,31.25581346977828,44.906214900786225,203.1490130621074
Banana,Unripe,Banana_Unripe_032.jpg,17.45851608860713,186.55465150565774,158.29175113338985
Banana,Overripe,Banana_Overripe_005.jpg,13.9565928424758,76.75511146963919,95.05528014080376
Banana,Overripe,Banana_Overripe_013.jpg,18.366609572439646,120.65250622111624,180.2900656044986
Banana,Rotten,Banana_Rotten_091.jpg,65.3839470342826,41.41294667150372,90.20720569562852
Banana,Rotten,Banana_Rotten_013.jpg,18.817098543597503,116.94510907256793,168.24590977870247
Banana,Rotten,Banana_Rotten_011.jpg,9.011082760150876,174.83974373197248,157.08512314177946
Banana,Unripe,Banana_Unripe_077.jpg,26.767933846035135,47.08221662079786,168.02127755343503
Banana,Ripe,Banana_Ripe_040.jpg,20.24163300265903,243.05150593168338,142.42952930047045
Banana,Overripe,Banana_Overripe_084.jpg,36.710426922424034,75.60827250608273,186.19463305607422
Banana,Overripe,Banana_Overripe_031.jpg,101.33813582251082,77.99914603625541,87.50281554383118
Banana,Rotten,Banana_Rotten_019.jpg,74.11613048341601,127.42916545083163,50.02091844178582
Banana,Overripe,Banana_Overripe_032.jpg,12.61247758517633,78.27353556485356,196.56561566049012
Banana,Overripe,Banana_Overripe_081.jpg,16.44040308909399,171.29210774157093,141.4898756828028
Banana,Rotten,Banana_Rotten_054.jpg,53.15568340306834,150.5458032204894,81.00110942056548
Banana,Ripe,Banana_Ripe_023.jpg,21.39772167487685,153.80033587102554,227.81812583967758
Banana,Ripe,Banana_Ripe_071.jpg,19.957134603593833,147.78833773522615,210.1287199924539
Grape,Rotten,Grape_Rotten_074.jpg,102.03177582190008,95.97051082923461,97.16826300802485
Grape,Unripe,Grape_Unripe_091.jpg,83.74569342729492,71.02747455207037,136.91236009396158
Grape,Ripe,Grape_Ripe_032.jpg,36.633720930232556,8.984011627906977,242.5421511627907
Grape,Unripe,Grape_Unripe_046.jpg,85.3191056910569,23.034959349593496,239.68861788617886
Grape,Ripe,Grape_Ripe_054.jpg,49.97420167758075,69.78629239938195,161.26779670370098
Grape,Overripe,Grape_Overripe_077.jpg,81.66776904310112,85.8334372458661,55.82535917592843
Grape,Overripe,Grape_Overripe_091.jpg,29.83823618425035,105.92694146843411,88.00674898613886
Grape,Rotten,Grape_Rotten_031.jpg,16.825711938663744,140.97458013873677,137.88307776560788
Grape,Rotten,Grape_Rotten_045.jpg,35.4897199258837,59.34018671607754,183.05662058152794
Grape,Rotten,Grape_Rotten_001.jpg,59.0957651391162,60.9806464811784,94.4423383797054
Grape,Overripe,Grape_Overripe_040.jpg,22.47636625933469,172.8598311269518,87.17402834351664
Grape,Overripe,Grape_Overripe_045.jpg,16.91652827368596,206.2094992941958,94.10630656813086
Grape,Rotten,Grape_Rotten_011.jpg,63.60614201432786,78.75953434471134,72.74786662452591
Grape,Rotten,Grape_Rotten_013.jpg,62.515383694481024,54.294220639291275,93.31255237639172
Grape,Unripe,Grape_Unripe_084.jpg,19.157453936348407,64.47319932998325,138.01633165829145
Grape,Rotten,Grape_Rotten_005.jpg,18.686076704108324,140.36385405446993,174.84667833512847
Grape,Rotten,Grape_Rotten_034.jpg,59.68845304448417,60.09485750341781,98.79114523083395
Grape,Ripe,Grape_Ripe_071.jpg,81.96500221568706,77.88911493373081,160.34926278048584
Grape,Unripe,Grape_Unripe_031.jpg,34.12511007396971,175.94312111071974,164.24161970177292
Grape,Overripe,Grape_Overripe_046.jpg,20.105608738340695,135.227970054001,142.15817787596137
Grape,Overripe,Grape_Overripe_081.jpg,14.54853558738021,102.84507914288791,146.9595940562076
Grape,Rotten,Grape_Rotten_019.jpg,76.45510332529109,74.52732613028428,76.40047728941572
Grape,Overripe,Grape_Overripe_013.jpg,22.9087441314554,60.455839201877936,175.87495808182427
Grape,Overripe,Grape_Overripe_078.jpg,20.746680691912108,155.1544647031323,116.98920056100982
Grape,Unripe,Grape_Unripe_054.jpg,49.31266055935243,54.851606805293,146.44230769230768
Grape,Rotten,Grape_Rotten_046.jpg,16.983434256055364,112.72309688581315,158.89227941176472
Grape,Ripe,Grape_Ripe_077.jpg,61.80343209064546,45.58835839636461,96.43898920745015
Grape,Ripe,Grape_Ripe_045.jpg,44.77350719097033,102.56022437647916,166.6944918532678
Grape,Ripe,Grape_Ripe_011.jpg,82.16480446927375,32.16620111731844,229.95670391061452
Grape,Unripe,Grape_Unripe_077.jpg,47.01091027874565,230.43183797909407,68.94723432055748
Grape,Unripe,Grape_Unripe_013.jpg,50.85767076753581,142.4205992165504,107.58230811604848
Grape,Ripe,Grape_Ripe_005.jpg,66.57458839181773,11.657159487776484,236.3692416431066
Grape,Overripe,Grape_Overripe_032.jpg,22.54775604142693,155.2878548139624,118.34045358649789
Grape,Ripe,Grape_Ripe_040.jpg,68.86904761904762,54.11054421768708,190.27721088435374
Grape,Overripe,Grape_Overripe_074.jpg,17.56412067819149,108.60682624113475,115.63935062056737
Grape,Overripe,Grape_Overripe_001.jpg,18.93365040497269,121.48135242041816,117.76003013750235
Grape,Overripe,Grape_Overripe_034.jpg,17.349950117671135,15.906713649851632,110.52365573518878
Grape,Unripe,Grape_Unripe_071.jpg,73.35311147502632,57.99526260381331,147.6360977892151
Grape,Ripe,Grape_Ripe_019.jpg,34.14529824487474,205.2219190493247,101.1561545268747
Grape,Ripe,Grape_Ripe_084.jpg,103.49734675423568,132.44751808490386,100.81460593946316
Grape,Overripe,Grape_Overripe_031.jpg,24.896613138111544,54.35559097886409,63.819626480891095
Grape,Unripe,Grape_Unripe_040.jpg,31.44013834361563,93.74083940923538,217.28014582164892
Grape,Unripe,Grape_Unripe_078.jpg,74.25038020185262,58.356663901562285,102.04341213880824
Grape,Overripe,Grape_Overripe_005.jpg,20.316178513008857,79.71821085768958,64.41278818554983
Grape,Ripe,Grape_Ripe_091.jpg,37.64655685061846,141.6210305661275,124.4020872978116
Grape,Overripe,Grape_Overripe_011.jpg,20.46344887683966,115.70369384198295,134.68970274980634
Grape,Overripe,Grape_Overripe_071.jpg,18.70622104115563,106.70458571817935,100.70373398746253
Grape,Ripe,Grape_Ripe_034.jpg,31.02,35.87,252.63
Grape,Unripe,Grape_Unripe_023.jpg,44.281488392514134,127.66988639481916,109.06053454804895
Grape,Rotten,Grape_Rotten_081.jpg,65.19270141900463,38.46119125586335,179.4096380210638
Grape,Ripe,Grape_Ripe_013.jpg,75.01058556471787,71.76473177059205,155.49478828870565
Grape,Ripe,Grape_Ripe_023.jpg,56.49301242236025,79.31922415705412,148.47264585181898
Grape,Unripe,Grape_Unripe_032.jpg,64.78196061180293,96.23396893611262,190.73467108825122
Grape,Ripe,Grape_Ripe_078.jpg,45.84588735577495,157.8369067443797,98.65437284405853
Grape,Ripe,Grape_Ripe_046.jpg,82.34018987341773,23.776898734177216,245.01582278481013
Grape,Rotten,Grape_Rotten_071.jpg,21.118943436499467,149.46835645677695,193.50811099252934
Grape,Rotten,Grape_Rotten_032.jpg,60.82548776711056,79.63701352327863,77.1207804273769
Grape,Unripe,Grape_Unripe_034.jpg,46.34971236284483,103.37238461196748,154.5086513260184
Grape,Unripe,Grape_Unripe_045.jpg,41.348918135553234,92.8308280812915,134.410897846382
Grape,Overripe,Grape_Overripe_019.jpg,50.1123738317757,59.19838317757009,99.98422429906542
Grape,Rotten,Grape_Rotten_023.jpg,30.054246885617214,133.23927897319743,174.47343022524223
Grape,Rotten,Grape_Rotten_078.jpg,69.53185582075012,32.44827082318558,131.5322942036045
Grape,Rotten,Grape_Rotten_084.jpg,43.227494302355026,93.27589263104583,147.39639782223347
Grape,Unripe,Grape_Unripe_019.jpg,62.115475050074025,74.50885003918836,150.3152486284072
Grape,Ripe,Grape_Ripe_081.jpg,102.6595998137002,165.04229363714532,77.83021639438235
Grape,Rotten,Grape_Rotten_077.jpg,52.98321001707456,77.77532726237905,183.39285714285714
Grape,Rotten,Grape_Rotten_054.jpg,19.037937187723056,121.654568165596,164.87466095645968
Grape,Overripe,Grape_Overripe_054.jpg,101.77644326038134,37.30078383019948,77.74171033510943
Grape,Rotten,Grape_Rotten_040.jpg,25.519459164381008,38.95871834473944,186.04678055015577
Grape,Overripe,Grape_Overripe_023.jpg,22.74278774289985,188.58292227204782,131.3727952167414
Grape,Ripe,Grape_Ripe_001.jpg,69.9911675331332,103.84552793439262,120.44866185838764
Grape,Overripe,Grape_Overripe_084.jpg,20.9379987400252,121.66227425451491,121.4295289094218
Grape,Rotten,Grape_Rotten_091.jpg,70.34131565262611,76.2736869474779,76.93260530421217
Guava,Defect,Guava_Defect_001.jpg,19.722361609972534,152.25369744348194,131.21948288611875
Guava,Defect,Guava_Defect_019.jpg,17.254005033145102,100.23216916277927,135.44613920942794
Guava,Defect,Guava_Defect_045.jpg,16.789788886458105,147.94686611244805,118.33972325530519
Guava,Class_A,Guava_Class_A_011.jpg,21.326878191101386,189.1562363238512,163.39671772428883
Guava,Class_A,Guava_Class_A_091.jpg,20.17127648333069,81.71440270513024,175.54370740212394
Guava,Class_A,Guava_Class_A_077.jpg,21.18237198351972,177.62651559741025,152.34814596821658
Guava,Class_A,Guava_Class_A_045.jpg,20.702057820982198,189.81533266001767,153.3460106047216
Guava,Class_B,Guava_Class_B_031.jpg,14.918945526143077,122.21286370597244,113.51255195799607
Guava,Class_A,Guava_Class_A_001.jpg,20.322106045023425,194.85973031653526,155.51891212432864
Guava,Class_A,Guava_Class_A_032.jpg,66.17788895376613,16.10471628005733,201.76597749349753
Guava,Defect,Guava_Defect_032.jpg,20.57394826493424,134.58261369038186,120.45264221201077
Guava,Defect,Guava_Defect_054.jpg,18.406401112185687,147.14739482591875,122.4705331237911
Guava,Class_A,Guava_Class_A_019.jpg,20.247960251046024,177.5553870292887,123.03226987447698
Guava,Class_B,Guava_Class_B_084.jpg,16.887930755541174,43.92795664132017,171.8454133635334
Guava,Class_B,Guava_Class_B_045.jpg,22.7412665135585,31.716993952929773,169.2462232148501
Guava,Defect,Guava_Defect_077.jpg,15.91503451175502,170.2829876318279,125.09830594583231
Guava,Defect,Guava_Defect_023.jpg,16.461350912046235,151.97696405996027,118.16135994220697
Guava,Class_B,Guava_Class_B_078.jpg,18.70647683272505,48.850621561035254,171.98624414102304
Guava,Defect,Guava_Defect_031.jpg,24.991457812219007,44.40387382085111,182.92147317998268
Guava,Defect,Guava_Defect_074.jpg,17.173432155074117,140.2258409350057,111.59280216647663
Guava,Class_B,Guava_Class_B_005.jpg,16.90957037265168,143.86368186017862,135.31902525408069
Guava,Class_A,Guava_Class_A_078.jpg,32.792106091610265,19.692671441313816,190.93950364657118
Guava,Class_A,Guava_Class_A_081.jpg,27.591699500919358,61.549422117152616,173.98519175203572
Guava,Defect,Guava_Defect_091.jpg,15.76292908762421,136.78043134598013,127.40550191960253
Guava,Class_B,Guava_Class_B_040.jpg,16.427594750848858,103.84275488666606,138.6289689822887
Guava,Class_B,Guava_Class_B_013.jpg,16.56287511542013,122.92396698984302,115.53629963065559
Guava,Class_B,Guava_Class_B_091.jpg,25.3765719927096,49.16854495747266,159.21905376670716
Guava,Class_B,Guava_Class_B_011.jpg,19.341823083067094,46.773642172523964,154.8341553514377
Guava,Class_B,Guava_Class_B_054.jpg,17.766622438449065,154.13836060740084,125.36130768096713
Guava,Class_A,Guava_Class_A_040.jpg,18.266094420600858,142.4867381974249,165.39
Guava,Defect,Guava_Defect_013.jpg,16.909851260096218,163.7106302687911,157.44450942313634
Guava,Class_B,Guava_Class_B_074.jpg,20.154947889900715,73.7383651612638,168.92666557033323
Guava,Defect,Guava_Defect_081.jpg,19.03932162255865,128.0521784352248,131.94753264763665
Guava,Defect,Guava_Defect_084.jpg,18.759192313640582,110.36410648004949,157.77891084132384
Guava,Class_A,Guava_Class_A_005.jpg,20.102957937584804,151.7053459972863,144.99812754409768
Guava,Defect,Guava_Defect_046.jpg,14.268080540589901,131.2515980275774,117.96585928225733
Guava,Defect,Guava_Defect_040.jpg,18.950482442944942,30.483313276314092,182.06447436283148
Guava,Class_B,Guava_Class_B_046.jpg,16.544862558191088,119.9748392817557,122.77568720904456
Guava,Class_A,Guava_Class_A_034.jpg,20.601172872697944,191.2613926603038,145.6429963704799
Guava,Class_B,Guava_Class_B_071.jpg,17.156339736607585,124.0211530844638,136.894989602931
Guava,Defect,Guava_Defect_078.jpg,16.570558644426793,199.7258240667196,124.00921697114111
Guava,Class_B,Guava_Class_B_023.jpg,16.319973718791065,153.31438896189223,126.48583520136044
Guava,Class_B,Guava_Class_B_032.jpg,14.946181151952365,124.82548952250086,116.97688365968166
Guava,Defect,Guava_Defect_034.jpg,18.087573529411763,136.4147181372549,121.79860294117647
Guava,Class_A,Guava_Class_A_023.jpg,20.253708040593285,186.221975019516,149.01338797814208
Guava,Class_B,Guava_Class_B_081.jpg,16.839056107539452,134.86389538281708,124.40897136177674
Guava,Class_A,Guava_Class_A_013.jpg,19.484914482097185,125.04857336956522,150.10260150255755
Guava,Defect,Guava_Defect_071.jpg,13.713176064441887,45.51199846566935,171.74497506712697
Guava,Class_A,Guava_Class_A_071.jpg,20.780163329820866,204.36670179135933,157.3790569020021
Guava,Class_A,Guava_Class_A_084.jpg,20.31468612462358,195.28691799861014,155.830872133426
Guava,Defect,Guava_Defect_011.jpg,18.128032470763873,119.00618935058472,152.62024135357055
Guava,Defect,Guava_Defect_005.jpg,18.82085919262085,149.4776234128566,124.46955246825713
Guava,Class_A,Guava_Class_A_031.jpg,18.83103082523636,66.54500694026137,159.98169997119138
Guava,Class_B,Guava_Class_B_001.jpg,17.330450984139116,152.8009984712402,143.33807089623542
Guava,Class_A,Guava_Class_A_054.jpg,20.85149215333162,205.66953949060974,158.01447131463854
Guava,Class_B,Guava_Class_B_034.jpg,15.11198714202221,26.8181122150789,171.710520163647
Guava,Class_A,Guava_Class_A_046.jpg,17.672643742523352,138.6608401842755,139.32013413423604
Guava,Class_A,Guava_Class_A_074.jpg,19.859569597069598,190.03878205128206,140.00815018315018
Guava,Class_B,Guava_Class_B_077.jpg,16.043646837265978,117.09269413980282,125.10593220338983
