fruit,category,image,relative_path,colour_space,feature_version,L_mean,a_mean,b_mean,L_std,a_std,b_std,L_hist_1,L_hist_2,L_hist_3,L_hist_4,L_hist_5,L_hist_6,L_hist_7,L_hist_8,L_hist_9,L_hist_10,L_hist_11,L_hist_12,L_hist_13,L_hist_14,L_hist_15,L_hist_16,a_hist_1,a_hist_2,a_hist_3,a_hist_4,a_hist_5,a_hist_6,a_hist_7,a_hist_8,a_hist_9,a_hist_10,a_hist_11,a_hist_12,a_hist_13,a_hist_14,a_hist_15,a_hist_16,b_hist_1,b_hist_2,b_hist_3,b_hist_4,b_hist_5,b_hist_6,b_hist_7,b_hist_8,b_hist_9,b_hist_10,b_hist_11,b_hist_12,b_hist_13,b_hist_14,b_hist_15,b_hist_16
Apple,Overripe,Apple_Overripe_011.jpg,Apple/Overripe/Apple_Overripe_011.jpg,Lab,Enhanced,157.24594744260975,158.76481952275472,133.30521294804672,39.98941675197544,15.932189845669873,12.428317056260918,0.0,0.0009502114377768823,0.004115485300040272,0.0037379178413209807,0.013447694321385413,0.052626610954490505,0.06199657672170758,0.09865208417237208,0.12095373540072486,0.17220851792186861,0.13221153846153838,0.10525322190898101,0.1149126560612162,0.09250402738622629,0.01946360249697945,0.006966119613370918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008054772452678208,0.19882702376157863,0.332479611357229,0.2883168042690292,0.15489075714861048,0.02468032621828432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05169527788964959,0.27109343536045094,0.47819547925896067,0.18408930728956896,0.014926500201369304,0.0,0.0,0.0,0.0,0.0
Apple,Overripe,Apple_Overripe_012.jpg,Apple/Overripe/Apple_Overripe_012.jpg,Lab,Enhanced,127.45385050962628,136.64536932175665,156.72291430728578,68.65424358540793,8.846470654818166,21.64901524882487,0.0016830250408959328,0.04581917704794255,0.09349440040266753,0.09613690700893404,0.08696677991694965,0.0911192902982256,0.06324713728450977,0.0455203221341386,0.04597646910783936,0.059849628790738546,0.06898829747074357,0.07395872656348296,0.04614949037372586,0.05200075500188742,0.1091764187743801,0.019913174782936926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11137850761293552,0.6546652824965385,0.23384610544859658,0.00011010444192777132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14761859821316195,0.16559708065936804,0.21811689945891496,0.2386907008934185,0.17341449603623982,0.05656222473889509,0.0,0.0,0.0
Apple,Overripe,Apple_Overripe_013.jpg,Apple/Overripe/Apple_Overripe_013.jpg,Lab,Enhanced,191.11728987993138,147.70529159519725,170.19799313893654,55.33161016602587,23.973149634305674,32.74986456317053,0.0,0.0,0.00022298456260720393,0.0032847341337907347,0.005926243567752997,0.035677530017152626,0.08504288164665516,0.05998284734133785,0.0523413379073756,0.05096912521440819,0.07086620926243561,0.08675814751286441,0.09847341337907367,0.09391938250428808,0.056878216123499095,0.29965694682675786,0.0,0.0,0.0,0.0,0.0,0.0,0.00029159519725557436,0.16578044596912506,0.40072041166380756,0.13299313893653505,0.0891080617495711,0.18620926243567737,0.024897084048027422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02783018867924526,0.3313722126929671,0.0343396226415094,0.03755574614065177,0.2027015437392794,0.23625214408233255,0.1299485420240136,0.0,0.0
Apple,Overripe,Apple_Overripe_014.jpg,Apple/Overripe/Apple_Overripe_014.jpg,Lab,Enhanced,186.89284091769517,149.49269326872113,173.96234951162262,55.26741151374653,24.13429369736344,31.34548744915135,0.0,0.0,0.0005110926024078135,0.0034640720829862918,0.006294010751874,0.03959074733096082,0.09052964337093956,0.06546717649731197,0.058046869084576305,0.0541000984326493,0.0717801166048307,0.09741046414780032,0.10107329446505631,0.09387067464223509,0.05317256000605734,0.2646891799803132,0.0,0.0,0.0,0.0,0.0,0.0,1.8929355644733835e-05,0.17675285833270218,0.3515749223896415,0.14391042628908898,0.09779851593851736,0.20193836601802057,0.02800598167638371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032037934428712014,0.26816271674112185,0.03691224350723098,0.039694858787006855,0.2211800560308925,0.27234610433860806,0.12966608616642677,0.0,0.0
Apple,Overripe,Apple_Overripe_015.jpg,Apple/Overripe/Apple_Overripe_015.jpg,Lab,Enhanced,153.82783302717425,153.82321688731236,153.55455438018623,29.086275199206565,5.2889087952414116,5.582063769864725,0.0,7.91790713878507e-06,0.00022961930702476702,0.0011085069994299097,0.0032542598340406636,0.011536390701209848,0.03393614999683281,0.1314135047824158,0.22362545132070674,0.18995059225945382,0.15036105656552848,0.15006017609425465,0.07518844618990303,0.023389497687971095,0.003056312155571037,0.0028821181985177655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006302654082472916,0.025242287958446803,0.8795686324190782,0.0888864255400012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011876860708177604,0.042416228542471617,0.8528773674542338,0.10458763539621199,0.0,0.0,0.0,0.0,0.0
Apple,Overripe,Apple_Overripe_016.jpg,Apple/Overripe/Apple_Overripe_016.jpg,Lab,Enhanced,127.1700138975938,170.9291358966673,150.3370030247704,29.578572662325026,14.323293454047066,10.985746082427275,0.0,0.0,0.0005109409488514044,0.013761342889064493,0.05975284083167558,0.06261411014524344,0.15196065073439236,0.23768291685968865,0.1632762896149548,0.14030438455459565,0.1332533994604463,0.033647164618361154,0.0024252663705479995,0.0008106929721775618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00277951876175164,0.2634207155898301,0.3113674142300459,0.3533326974957079,0.06909965392266394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029620949941412088,0.23414720549363693,0.5330953483936013,0.19975747336294508,0.0033790228084039546,0.0,0.0,0.0,0.0
Apple,Overripe,Apple_Overripe_017.jpg,Apple/Overripe/Apple_Overripe_017.jpg,Lab,Enhanced,188.7548742760531,149.33394186841252,172.80868016835137,55.64932395967903,24.250638408578407,32.03844190926247,0.0,0.0,0.0003777114284686496,0.002940753264505915,0.005971437821504365,0.03615237958199932,0.09230547861433856,0.061926688010360026,0.05716932263750489,0.05280765495161692,0.07573114140796425,0.08829454296917147,0.09900535990503247,0.0897424367783013,0.05047843447606024,0.2870966581531707,0.0,0.0,0.0,0.0,0.0,0.0,8.993129249253562e-05,0.16157955322133874,0.3733587539120109,0.13987013921364064,0.09896938738803546,0.19079823015216357,0.03533400482031725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03207849203208746,0.2877171840713692,0.03688082305118886,0.03814885427533361,0.21805640490665112,0.24634878952480282,0.140769452138566,0.0,0.0
Apple,Overripe,Apple_Overripe_018.jpg,Apple/Overripe/Apple_Overripe_018.jpg,Lab,Enhanced,98.67685250985205,142.5339653724401,135.8322808320951,38.89573536543277,7.314892248127987,9.197694326346918,0.0,0.0,0.03821710058789326,0.13259092964661795,0.18419310032947858,0.18145955811098902,0.1925471606692938,0.10933765101104718,0.029398701466502995,0.02267992118353898,0.03022643581626719,0.040332870340461256,0.03678774468634923,0.0021763356805995213,5.249047096065635e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010130660895406677,0.4704397893920794,0.5194295497125135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1319650817236255,0.7379958330641512,0.09579510950319785,0.03424397570902512,0.0,0.0,0.0,0.0,0.0
Apple,Overripe,Apple_Overripe_019.jpg,Apple/Overripe/Apple_Overripe_019.jpg,Lab,Enhanced,190.32461546565528,148.26453855878634,171.21808716111815,55.378427008149984,24.163156909093654,32.51474260921443,0.0,0.0,0.00034239359460598367,0.0035029498525073715,0.005662663295406653,0.03596888607950552,0.08657290349768218,0.061244556819778,0.053782132321955285,0.05154340497260847,0.07067354965585047,0.08777567074027243,0.09994381233319277,0.09345589268155631,0.05676710212108437,0.2927640820339933,0.0,0.0,0.0,0.0,0.0,0.0,0.00029849697991290883,0.17419054642505954,0.38196200309032136,0.13255899705014737,0.09371049304677614,0.19085370136255075,0.026425762045231047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03070129231633654,0.3134393875544315,0.03562649248489953,0.03813737884534341,0.20552394999297635,0.242493678887484,0.13407781991852777,0.0,0.0
Apple,Overripe,Apple_Overripe_020.jpg,Apple/Overripe/Apple_Overripe_020.jpg,Lab,Enhanced,119.00752336303998,150.4388886310187,147.08403345092213,35.080252998633284,11.807542223910016,15.766675297400607,0.0,0.0,0.0,0.026809475182572092,0.1780387424186161,0.09152586953830917,0.08986260675826213,0.16211396831290995,0.1948183562322069,0.1440656331229112,0.056461969303131555,0.041156083673721984,0.012772310929570487,0.002220262408713949,0.00015472211907414279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030596299046911734,0.36309800099022144,0.30310449931922256,0.3307378697858645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010830548335189996,0.11251392499071663,0.3233228122292362,0.3584253929941823,0.14950411560836732,0.055429199158311654,0.0006962495358336426,0.0,0.0,0.0
Apple,Overripe,Apple_Overripe_021.jpg,Apple/Overripe/Apple_Overripe_021.jpg,Lab,Enhanced,203.53385255417956,142.60861068111456,168.58650348297215,49.224290561158476,21.98788074236269,31.11448925011621,0.0,0.0,0.0,0.00034829721362229066,0.008958978328173366,0.020172213622291,0.03874806501547984,0.0313660990712074,0.04252128482972132,0.0583978328173374,0.0726199690402476,0.07767027863777082,0.10359907120743024,0.12039473684210514,0.08001160990712067,0.3451915634674919,0.0,0.0,0.0,0.0,0.0,0.0,0.027389705882352913,0.2399864551083589,0.3525541795665631,0.12663506191950452,0.11802438080495345,0.13426857585139307,0.001141640866873064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037703173374612965,0.30869775541795635,0.06421246130030954,0.07485487616099064,0.1643479102167181,0.28887383900928765,0.061309984520123775,0.0,0.0
Apple,Overripe,Apple_Overripe_022.jpg,Apple/Overripe/Apple_Overripe_022.jpg,Lab,Enhanced,136.35597132460762,148.18365421169827,167.7041492423831,45.48813364853587,17.156839937650563,13.34491176093095,0.0012559061532612821,0.0042972356487264406,0.006931244229620373,0.015077662521044905,0.05969966871232278,0.08613479606799539,0.12204013468744901,0.21224135121924714,0.1165209362950089,0.09503475805137669,0.07599250529517185,0.0618652582414598,0.04657714658121976,0.044567696736001715,0.039428664530494734,0.012335035029598646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08803562700266111,0.38713137457231284,0.2518193667517513,0.18939743659371086,0.08113832618258834,0.002477868896974962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05753407918318576,0.1905039917449627,0.4240957475696516,0.3181583663715851,0.009707815130614235,0.0,0.0,0.0
Apple,Overripe,Apple_Overripe_023.jpg,Apple/Overripe/Apple_Overripe_023.jpg,Lab,Enhanced,188.51473871485382,149.35904904765226,172.01346542942858,56.13947633788525,24.255674267443272,32.16496361903493,0.0,0.0,0.000514546849926742,0.002799483708923461,0.005721063280541403,0.04472197027837853,0.08702818670201624,0.06381253052396561,0.05164654991976553,0.057219353938463634,0.07760064187539238,0.08483918230656519,0.09710981650736054,0.08735086862485167,0.0457249005790832,0.29391090490476496,0.0,0.0,0.0,0.0,0.0,0.0,0.00013953812879369276,0.16034675225005218,0.3792559129282073,0.13120072559826962,0.10518558571129552,0.18439963720086497,0.03947184818251584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03341938184608941,0.2967714365450357,0.03522465638735781,0.0388090420707458,0.21699051140724185,0.24499406962952605,0.13379090211400252,0.0,0.0
Apple,Overripe,Apple_Overripe_024.jpg,Apple/Overripe/Apple_Overripe_024.jpg,Lab,Enhanced,139.14331210191082,155.08779351649397,154.24381278321766,38.858633184616565,6.794096789301836,5.767171102303292,5.545520803625182e-05,0.0017428779668536285,0.005006813068415879,0.014053934150901531,0.0419479037931362,0.06991317298856033,0.12390277909813978,0.16817187945622195,0.11797699401083744,0.11565579744589147,0.12790347624932652,0.11948220680039284,0.07399309186551314,0.014624330576417264,0.004792914408847478,0.0007763729125075255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004357194917134071,0.03208479893525998,0.70000316886903,0.26747631270399574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03752733149538927,0.7287289666318085,0.2337437018728014,0.0,0.0,0.0,0.0,0.0
Apple,Overripe,Apple_Overripe_025.jpg,Apple/Overripe/Apple_Overripe_025.jpg,Lab,Enhanced,65.24221441152173,151.63484109294387,137.81837913244073,29.548485462071437,11.410732395929159,11.587483887756564,0.017878017987125325,0.13061318328475455,0.16854746948890997,0.1815078635222968,0.14363202768209232,0.19230559408949913,0.12100004676029112,0.03030456536309365,0.007368642548747601,0.0034407780912449138,0.0019795189924715923,0.000841685240893433,0.00037797902021603243,0.0001519709462724254,2.727683651043533e-05,2.3380145580373138e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014963293171438808,0.28047991645494635,0.41111647988528127,0.3047407141855136,0.0021665601571145775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026809233598827868,0.21581433047056434,0.4425939492183236,0.31060913072618723,0.028301666225041686,0.0,0.0,0.0,0.0,0.0
Apple,Overripe,Apple_Overripe_026.jpg,Apple/Overripe/Apple_Overripe_026.jpg,Lab,Enhanced,86.1702287659305,161.5235890129027,147.3548939285997,29.434248151156417,11.357203260344516,8.349767310541223,0.010013456819441137,0.016504393255758712,0.054153803530436105,0.15411026676165582,0.1842594791419297,0.18204306182221147,0.22070173355497485,0.10788213409324773,0.04622813266840809,0.013743766326288279,0.005125465051848329,0.0028397846908889387,0.0015435763476608867,0.0006431568115253695,0.00020778912372358089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0995705691443045,0.27007638723976857,0.5719445104092451,0.05840853320668086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011349244043378441,0.27356922346236023,0.6506767988601275,0.06440473363413277,0.0,0.0,0.0,0.0,0.0
Apple,Overripe,Apple_Overripe_027.jpg,Apple/Overripe/Apple_Overripe_027.jpg,Lab,Enhanced,167.09892960562604,146.29486693325978,165.48241002482075,58.668076939247236,20.59565271202999,28.595302540506633,0.0,0.0003102592388306671,0.0036886376172090424,0.012979178157749575,0.09048365968008817,0.0700841147269718,0.056449944842801934,0.046444084390512924,0.06580081356867065,0.07984004412575835,0.08715699117484824,0.09022511031439595,0.060965940430226094,0.035240278543849944,0.3002275234418089,0.00010341974627688905,0.0,0.0,0.0,0.0,0.0,0.0,0.00010341974627688905,0.13036059018201865,0.4398872724765578,0.13946152785438487,0.11383928571428562,0.1763479040264753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08496793987865409,0.26183294263651385,0.039497724765581874,0.16085217870932142,0.19712665471594026,0.25117209045780453,0.004550468836183118,0.0,0.0
Apple,Overripe,Apple_Overripe_028.jpg,Apple/Overripe/Apple_Overripe_028.jpg,Lab,Enhanced,191.10317968047582,147.70462168891348,170.71686319939138,55.46432365787616,23.956024563385306,32.6341112442794,0.0,8.645134518293097e-06,0.0006138045507988099,0.0029912165433294115,0.005636627705927099,0.03547963206307487,0.08538799363718091,0.06100871429559439,0.05278719136869765,0.049649007538557256,0.07124455356525342,0.0875492772667542,0.09807040597551689,0.09251158448025443,0.05586485925720999,0.3011964866173315,0.0,0.0,0.0,0.0,0.0,0.0,0.00038038591880489627,0.16959160384535568,0.39592122553426895,0.13278926620098197,0.09018604329483358,0.18868006086174685,0.022451414344007173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028563524448440392,0.3228784839892106,0.03534130991078218,0.03777923784494083,0.20530465454042446,0.23752507089010283,0.1326077183760978,0.0,0.0
Apple,Overripe,Apple_Overripe_029.jpg,Apple/Overripe/Apple_Overripe_029.jpg,Lab,Enhanced,74.81207892576704,144.89536450508774,134.02523735034924,29.305319950020724,8.249714311161128,7.053735914843971,0.0,0.04441123174377002,0.1787019684978394,0.16885173540663181,0.17596450199018068,0.14817166664085363,0.1732347793764616,0.08240277541158794,0.018500162621772728,0.0051148419471246905,0.002632923939473724,0.0012080474545820617,0.000580792045472145,0.00019359734849071501,3.09755757585144e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023463998637074657,0.42218160980067204,0.5653042575928878,0.010167732742732352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20224340607431035,0.6953939318847087,0.10236266204098066,0.0,0.0,0.0,0.0,0.0,0.0
Apple,Overripe,Apple_Overripe_030.jpg,Apple/Overripe/Apple_Overripe_030.jpg,Lab,Enhanced,62.00079194610131,155.243401736873,144.4633889112093,26.42542274110227,8.264110615730182,10.268884258602755,0.03935778965911548,0.10133433260190991,0.17233906109960745,0.20236733937015167,0.2058943968847544,0.17519779336774108,0.08548382112062303,0.011910096733318908,0.0032373211360756547,0.0018620391260005557,0.0005987885156225854,0.0002626943165311987,9.271564112865838e-05,3.476836542324689e-05,2.7042061995858692e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004751676607843742,0.11127808511295852,0.5025342275241832,0.3857125197020736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020474704082578725,0.05955434681830823,0.37493432642086705,0.5174421299873286,0.047864449732669886,0.0,0.0,0.0,0.0,0.0
Apple,Overripe,Apple_Overripe_031.jpg,Apple/Overripe/Apple_Overripe_031.jpg,Lab,Enhanced,113.9076563782112,139.93173641355804,156.2176355488228,68.9514820732041,10.647381574330234,22.487288157465205,0.046234930253108555,0.08312819541753443,0.0960203244335036,0.08729407309221725,0.0841538849965283,0.07252414315470543,0.04530391971217565,0.04481474468219396,0.05723347850785827,0.06741147509941288,0.07618506595972972,0.05046392728649869,0.053935492015401036,0.10127501104588761,0.033926655305182046,9.467903806097315e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05721769866818144,0.6193744871552095,0.2676260809190174,0.05578173325759001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14662627027709374,0.2036388310294764,0.19371331187275107,0.2167045382818907,0.17430410907025157,0.0650129394685349,0.0,0.0,0.0
