fruit,category,image,image_path,L_mean,a_mean,b_mean
Apple,Overripe,Apple_Overripe_005.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_005.jpg,189.51318405161098,145.17641873898202,168.5305408649338
Apple,Ripe,Apple_Ripe_034.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Ripe\Apple_Ripe_034.jpg,133.81510368875024,145.18140943292346,154.04234721967333
Apple,Overripe,Apple_Overripe_001.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_001.jpg,95.4525515400555,130.89317072314122,150.61699680398974
Apple,Ripe,Apple_Ripe_071.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Ripe\Apple_Ripe_071.jpg,148.68143178092174,138.5388760701925,131.97041411136072
Apple,Unripe,Apple_Unripe_005.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Unripe\Apple_Unripe_005.jpg,162.7977820305216,158.59576034152803,189.46064576279502
Apple,Unripe,Apple_Unripe_011.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Unripe\Apple_Unripe_011.jpg,175.63173243889045,118.49978108906336,159.72242464269283
Apple,Overripe,Apple_Overripe_084.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_084.jpg,196.2735523196749,142.64244835760243,167.33246698272941
Apple,Rotten,Apple_Rotten_023.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Rotten\Apple_Rotten_023.jpg,196.81992506061275,142.49830100653884,169.05588310924986
Apple,Overripe,Apple_Overripe_032.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_032.jpg,57.455919286734584,153.1430612020657,140.25339444645016
Apple,Overripe,Apple_Overripe_074.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_074.jpg,166.6856608702333,149.62955540758574,176.60765871897968
Apple,Ripe,Apple_Ripe_040.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Ripe\Apple_Ripe_040.jpg,123.5923629144272,160.5486593393321,155.88697611570748
Apple,Rotten,Apple_Rotten_078.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Rotten\Apple_Rotten_078.jpg,116.935479458868,137.87650452601213,143.7355888789416
Apple,Overripe,Apple_Overripe_078.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_078.jpg,203.24347944037515,141.87025733441848,165.56564159206295
Apple,Overripe,Apple_Overripe_040.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_040.jpg,95.1981575343544,152.24529742322403,138.09703049001243
Apple,Rotten,Apple_Rotten_040.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Rotten\Apple_Rotten_040.jpg,154.66272626852907,144.99412058152794,165.4118710803877
Apple,Overripe,Apple_Overripe_077.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_077.jpg,119.49869005328597,131.48222690941387,165.75415186500888
Apple,Rotten,Apple_Rotten_011.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Rotten\Apple_Rotten_011.jpg,132.3656568228106,163.0273217922607,159.57311099796334
Apple,Overripe,Apple_Overripe_046.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_046.jpg,30.319418009067977,147.07182040449996,135.28889868932114
Apple,Ripe,Apple_Ripe_023.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Ripe\Apple_Ripe_023.jpg,106.95774610715229,171.30791765637372,160.13341250989708
Apple,Rotten,Apple_Rotten_019.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Rotten\Apple_Rotten_019.jpg,147.96190449118816,143.47227401932918,144.14747583854464
Apple,Ripe,Apple_Ripe_078.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Ripe\Apple_Ripe_078.jpg,169.41304204124802,155.08399435924554,184.3088863916799
Apple,Unripe,Apple_Unripe_081.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Unripe\Apple_Unripe_081.jpg,188.37411218446888,114.23853463710233,177.14038798276508
Apple,Unripe,Apple_Unripe_091.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Unripe\Apple_Unripe_091.jpg,184.60968309859155,103.98809303187547,178.01121200889548
Apple,Rotten,Apple_Rotten_034.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Rotten\Apple_Rotten_034.jpg,101.90632902246948,146.0904619126749,149.69034029333142
Apple,Overripe,Apple_Overripe_011.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_011.jpg,157.24594744260975,158.76481952275472,133.30521294804672
Apple,Ripe,Apple_Ripe_077.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Ripe\Apple_Ripe_077.jpg,115.21876341777588,153.54512276045122,139.5544810492213
Apple,Rotten,Apple_Rotten_032.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Rotten\Apple_Rotten_032.jpg,124.44755964982548,167.84020426846712,152.42877782228072
Apple,Ripe,Apple_Ripe_013.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Ripe\Apple_Ripe_013.jpg,107.57061049860128,139.6034391969722,142.5489221655422
Apple,Ripe,Apple_Ripe_005.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Ripe\Apple_Ripe_005.jpg,145.0474469947481,160.8312341956818,143.28617486870257
Apple,Overripe,Apple_Overripe_045.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_045.jpg,109.12820729237002,137.9424586428089,163.85214804186361
Apple,Rotten,Apple_Rotten_081.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Rotten\Apple_Rotten_081.jpg,213.3620840829898,138.8540447288711,153.68687512810587
Apple,Ripe,Apple_Ripe_074.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Ripe\Apple_Ripe_074.jpg,92.6878074143794,148.95916322564975,161.67156379038136
Apple,Ripe,Apple_Ripe_081.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Ripe\Apple_Ripe_081.jpg,182.9107838672132,156.46369110874954,195.58595212792875
Apple,Unripe,Apple_Unripe_071.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Unripe\Apple_Unripe_071.jpg,125.2324661230273,118.09439579156806,160.56297197895785
Apple,Unripe,Apple_Unripe_045.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Unripe\Apple_Unripe_045.jpg,209.89748810967978,113.69892457589586,161.1020449425221
Apple,Overripe,Apple_Overripe_091.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_091.jpg,61.42636872414632,148.54883607754076,140.40962365155326
Apple,Rotten,Apple_Rotten_084.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Rotten\Apple_Rotten_084.jpg,119.409796314258,145.2579480547473,150.4617819808169
Apple,Rotten,Apple_Rotten_074.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Rotten\Apple_Rotten_074.jpg,123.75982551862982,150.48390132174015,158.44276106556183
Apple,Overripe,Apple_Overripe_054.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_054.jpg,64.13019735581528,147.09102557961296,142.28943124481063
Apple,Ripe,Apple_Ripe_091.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Ripe\Apple_Ripe_091.jpg,69.91904726433015,159.5558680025327,154.18399195500763
Apple,Overripe,Apple_Overripe_034.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_034.jpg,93.04919179957244,143.6297350086895,132.17063333384598
Apple,Rotten,Apple_Rotten_013.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Rotten\Apple_Rotten_013.jpg,126.40139751552795,140.19353180552582,148.35850289141143
Apple,Ripe,Apple_Ripe_054.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Ripe\Apple_Ripe_054.jpg,159.63053282728706,159.542488170347,191.35365733438485
Apple,Ripe,Apple_Ripe_084.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Ripe\Apple_Ripe_084.jpg,87.24127436922232,163.34706501510206,159.50781035482197
Apple,Unripe,Apple_Unripe_031.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Unripe\Apple_Unripe_031.jpg,174.71363543056555,119.35353074001847,166.18819152211844
Banana,Unripe,Banana_Unripe_013.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Unripe\Banana_Unripe_013.jpg,131.81059895680713,135.6513215729942,174.5519252183086
Banana,Unripe,Banana_Unripe_005.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Unripe\Banana_Unripe_005.jpg,113.1528748717291,136.7556118522319,157.83631830425858
Banana,Rotten,Banana_Rotten_034.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Rotten\Banana_Rotten_034.jpg,91.34515294986737,131.2731271616131,134.516092475068
Banana,Rotten,Banana_Rotten_077.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Rotten\Banana_Rotten_077.jpg,74.757893118751,132.0291931775651,139.63058065550982
Banana,Ripe,Banana_Ripe_001.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Ripe\Banana_Ripe_001.jpg,227.02178153446033,120.47060527249084,169.72619103912993
Banana,Rotten,Banana_Rotten_074.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Rotten\Banana_Rotten_074.jpg,105.98261575730882,130.4622584374828,150.90571491493696
Banana,Unripe,Banana_Unripe_011.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Unripe\Banana_Unripe_011.jpg,173.52298200766887,131.34940517156622,142.4834578704159
Banana,Overripe,Banana_Overripe_019.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Overripe\Banana_Overripe_019.jpg,142.81056670034155,138.8569899456391,149.92434574493674
Banana,Rotten,Banana_Rotten_005.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Rotten\Banana_Rotten_005.jpg,111.8207527975585,137.26653950491692,156.7139030179722
Banana,Overripe,Banana_Overripe_054.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Overripe\Banana_Overripe_054.jpg,76.08459037711313,142.35610254504923,163.82532045327883
Banana,Rotten,Banana_Rotten_084.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Rotten\Banana_Rotten_084.jpg,39.97600288145514,131.3968697942461,136.25237494934942
Banana,Rotten,Banana_Rotten_031.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Rotten\Banana_Rotten_031.jpg,118.89635132904078,130.80060260855208,132.72541687303945
Banana,Ripe,Banana_Ripe_013.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Ripe\Banana_Ripe_013.jpg,177.30560416282924,126.7696091975195,156.47456560446983
Banana,Ripe,Banana_Ripe_054.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Ripe\Banana_Ripe_054.jpg,190.3926219845309,127.16644383104747,186.63086920267978
Banana,Unripe,Banana_Unripe_040.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Unripe\Banana_Unripe_040.jpg,199.50799027798877,132.58157375056965,165.3986936047395
Banana,Overripe,Banana_Overripe_023.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Overripe\Banana_Overripe_023.jpg,150.0168925935016,135.02898502841393,131.02069684898143
Banana,Ripe,Banana_Ripe_011.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Ripe\Banana_Ripe_011.jpg,156.87483523146685,138.30043235263102,145.70283665506696
Banana,Ripe,Banana_Ripe_019.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Ripe\Banana_Ripe_019.jpg,169.44193050020152,130.8042519367695,145.56147284044602
Banana,Overripe,Banana_Overripe_071.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Overripe\Banana_Overripe_071.jpg,175.46376505581668,129.75245575058756,132.40931165540542
Banana,Ripe,Banana_Ripe_045.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Ripe\Banana_Ripe_045.jpg,178.37130536237188,116.31295754026354,161.62609809663252
Banana,Ripe,Banana_Ripe_091.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Ripe\Banana_Ripe_091.jpg,183.09148994018489,126.69848592985318,153.079985725938
Banana,Overripe,Banana_Overripe_074.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Overripe\Banana_Overripe_074.jpg,73.16876320720864,132.93809058649975,130.4792671743551
Banana,Overripe,Banana_Overripe_001.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Overripe\Banana_Overripe_001.jpg,133.25301000508733,134.45209428522978,148.5944265445707
Banana,Unripe,Banana_Unripe_084.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Unripe\Banana_Unripe_084.jpg,167.5765256194465,134.2152503229342,166.54824441225975
Banana,Overripe,Banana_Overripe_046.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Overripe\Banana_Overripe_046.jpg,97.03674396255076,143.01621353504666,170.2761648634405
Banana,Rotten,Banana_Rotten_078.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Rotten\Banana_Rotten_078.jpg,142.31872675670385,135.1689787629673,147.87232090428654
Banana,Overripe,Banana_Overripe_045.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Overripe\Banana_Overripe_045.jpg,96.1711122554068,148.74895296944732,169.84450738070717
Banana,Overripe,Banana_Overripe_034.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Overripe\Banana_Overripe_034.jpg,120.58147267381528,132.36595901072295,137.12352992044276
Banana,Unripe,Banana_Unripe_034.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Unripe\Banana_Unripe_034.jpg,143.97897717876634,133.57367289565073,162.75093021332893
Banana,Overripe,Banana_Overripe_011.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Overripe\Banana_Overripe_011.jpg,127.20475074871993,134.7542266447686,150.85139116993528
Banana,Ripe,Banana_Ripe_078.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Ripe\Banana_Ripe_078.jpg,175.1457303031447,119.58548831590471,152.76998942957454
Banana,Rotten,Banana_Rotten_040.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Rotten\Banana_Rotten_040.jpg,159.2072888800819,129.61988919713332,130.92630205753161
Banana,Ripe,Banana_Ripe_077.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Ripe\Banana_Ripe_077.jpg,171.6179582526691,134.31050775334955,144.377968603247
Banana,Unripe,Banana_Unripe_045.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Unripe\Banana_Unripe_045.jpg,177.71241631964577,132.14264754976895,142.46394936130585
Banana,Ripe,Banana_Ripe_081.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Ripe\Banana_Ripe_081.jpg,194.3105550883095,132.22318007662835,155.76861975516306
Banana,Ripe,Banana_Ripe_084.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Ripe\Banana_Ripe_084.jpg,139.84316492782622,143.04065135057883,163.02256324138918
Banana,Unripe,Banana_Unripe_001.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Unripe\Banana_Unripe_001.jpg,149.96878963835724,135.45623220678186,155.93728331031372
Banana,Rotten,Banana_Rotten_045.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Rotten\Banana_Rotten_045.jpg,50.064559920266696,129.09203697975735,133.26189985221845
Banana,Unripe,Banana_Unripe_071.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Unripe\Banana_Unripe_071.jpg,156.9428296362725,134.662800358716,161.20219977316486
Banana,Unripe,Banana_Unripe_054.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Unripe\Banana_Unripe_054.jpg,131.67263812576311,140.90605921855922,175.3431394993895
Banana,Unripe,Banana_Unripe_091.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Unripe\Banana_Unripe_091.jpg,126.36687791970206,135.3640439711215,160.0896573127307
Banana,Rotten,Banana_Rotten_023.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Rotten\Banana_Rotten_023.jpg,87.14321194044211,137.4277415630337,146.2887511125009
Banana,Ripe,Banana_Ripe_034.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Ripe\Banana_Ripe_034.jpg,153.1890243902439,132.85120292019246,185.71727227476356
Banana,Overripe,Banana_Overripe_091.jpg,C:\Users\user\code\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Overripe\Banana_Overripe_091.jpg,141.7025650455875,134.17147060332883,137.19839545664482
