image,image_path,actual_fruit,predicted_fruit,fruit_confidence,fruit_correct,low_fruit_confidence,actual_category,predicted_condition,condition_type,condition_confidence,condition_correct,overall_correct,raw_damage_percentage,damage_percentage,damage_level,processing_time_seconds
Orange_Rotten_063.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Orange\Rotten\Orange_Rotten_063.jpg,Orange,Mango,30.333333333333336,False,True,Rotten,Ripe,Ripeness,44.32919005319025,False,False,47.763413140027566,15.548817755660064,Moderate,0.4178056998644024
Guava_Class_A_034.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Guava\Class_A\Guava_Class_A_034.jpg,Guava,Guava,71.66666666666667,True,False,Class_A,Class_A,Quality Category,82.70338457838459,True,True,40.14501976019827,17.93742987641503,Moderate,0.5519151000771672
Peach_Overripe_055.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Peach\Overripe\Peach_Overripe_055.jpg,Peach,Peach,80.66666666666666,True,False,Overripe,Unripe,Ripeness,33.91091129543037,False,False,31.960984513074436,13.116926598613949,Moderate,0.4409280000254512
Mango_Unripe_078.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Mango\Unripe\Mango_Unripe_078.jpg,Mango,Mango,77.66666666666666,True,False,Unripe,Unripe,Ripeness,45.98090066974695,True,True,65.2604310583034,22.221708021034818,Moderate,0.6023539998568594
Orange_Unripe_025.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Orange\Unripe\Orange_Unripe_025.jpg,Orange,Orange,42.66666666666667,True,False,Unripe,Rotten,Ripeness,40.07853652588418,False,False,34.19782582726078,16.117294360739457,Moderate,0.829298899974674
Pear_Ripe_025.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Pear\Ripe\Pear_Ripe_025.jpg,Pear,Pear,89.33333333333333,True,False,Ripe,Ripe,Ripeness,74.57131102475326,True,True,39.07176804332609,20.125358201239727,Moderate,0.5716852000914514
Pear_Overripe_008.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Pear\Overripe\Pear_Overripe_008.jpg,Pear,Pear,30.666666666666664,True,True,Overripe,Overripe,Ripeness,41.53616034037805,True,True,37.785878358134426,18.074269562849548,Moderate,0.29308480001054704
Grape_Ripe_035.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Grape\Ripe\Grape_Ripe_035.jpg,Grape,Grape,34.0,True,True,Ripe,Unripe,Ripeness,53.27965397663608,False,False,50.90674916509178,17.083174394691536,Moderate,0.8903832000214607
Melon_Overripe_001.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Melon\Overripe\Melon_Overripe_001.jpg,Melon,Apple,33.666666666666664,False,True,Overripe,Rotten,Ripeness,35.28162658950167,False,False,57.672253014263575,15.73286078814127,Moderate,0.5688392000738531
Apple_Ripe_065.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Ripe\Apple_Ripe_065.jpg,Apple,Apple,91.0,True,False,Ripe,Ripe,Ripeness,64.52303458762498,True,True,81.03692698527911,12.961620542194979,Moderate,0.2848075001966208
Apple_Rotten_026.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Rotten\Apple_Rotten_026.jpg,Apple,Apple,81.66666666666667,True,False,Rotten,Rotten,Ripeness,49.20421321891365,True,True,61.699657869012704,13.752471237704667,Moderate,0.40075550018809736
Peach_Unripe_002.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Peach\Unripe\Peach_Unripe_002.jpg,Peach,Peach,80.33333333333333,True,False,Unripe,Unripe,Ripeness,60.952536123175605,True,True,45.638410678642714,16.05867549568831,Moderate,0.5758259000722319
Melon_Overripe_032.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Melon\Overripe\Melon_Overripe_032.jpg,Melon,Melon,42.333333333333336,True,False,Overripe,Overripe,Ripeness,76.01874041754694,True,True,81.46998068462281,16.86264416321829,Moderate,0.4216605999972671
Apple_Ripe_012.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Ripe\Apple_Ripe_012.jpg,Apple,Apple,52.0,True,False,Ripe,Rotten,Ripeness,38.81153838440297,False,False,68.71918616762724,14.085328106283852,Moderate,0.4130589999258518
Grape_Ripe_094.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Grape\Ripe\Grape_Ripe_094.jpg,Grape,Grape,45.0,True,False,Ripe,Ripe,Ripeness,48.85685593425609,True,True,69.94184880689794,19.585638060743648,Moderate,0.8325936999171972
Banana_Overripe_013.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Overripe\Banana_Overripe_013.jpg,Banana,Banana,60.66666666666667,True,False,Overripe,Overripe,Ripeness,43.73168511530609,True,True,34.227218438296916,14.90565244298557,Moderate,0.3358092000707984
Pear_Unripe_052.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Pear\Unripe\Pear_Unripe_052.jpg,Pear,Pear,45.666666666666664,True,False,Unripe,Unripe,Ripeness,65.11003991418957,True,True,19.50190890526503,12.644315657115666,Moderate,0.4250089998822659
Mango_Ripe_099.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Mango\Ripe\Mango_Ripe_099.jpg,Mango,Mango,68.33333333333333,True,False,Ripe,Ripe,Ripeness,69.55475936289429,True,True,53.657019204760616,16.665929247954423,Moderate,0.4094166001304984
Melon_Unripe_052.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Melon\Unripe\Melon_Unripe_052.jpg,Melon,Melon,60.66666666666667,True,False,Unripe,Unripe,Ripeness,64.31776139658824,True,True,39.9380282690532,16.906735680135306,Moderate,0.424598699901253
Orange_Unripe_061.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Orange\Unripe\Orange_Unripe_061.jpg,Orange,Orange,46.0,True,False,Unripe,Unripe,Ripeness,50.56532331530107,True,True,36.31033611321708,23.18566681671721,Moderate,0.6500935000367463
Peach_Ripe_008.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Peach\Ripe\Peach_Ripe_008.jpg,Peach,Peach,82.33333333333334,True,False,Ripe,Ripe,Ripeness,71.6085620058136,True,True,35.81381276175614,15.332563097659921,Moderate,0.3817914000246674
Mango_Rotten_093.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Mango\Rotten\Mango_Rotten_093.jpg,Mango,Mango,83.66666666666667,True,False,Rotten,Rotten,Ripeness,76.86152847481502,True,True,27.190437177123872,17.058340658496622,Moderate,0.49263330013491213
Pear_Ripe_055.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Pear\Ripe\Pear_Ripe_055.jpg,Pear,Pear,52.0,True,False,Ripe,Ripe,Ripeness,61.17000501338479,True,True,12.675675039431248,7.98311394490513,Low,0.26966660004109144
Peach_Ripe_014.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Peach\Ripe\Peach_Ripe_014.jpg,Peach,Peach,77.66666666666666,True,False,Ripe,Ripe,Ripeness,69.0603280645083,True,True,36.54313487241798,16.733542389444906,Moderate,0.3392034999560565
Grape_Unripe_028.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Grape\Unripe\Grape_Unripe_028.jpg,Grape,Grape,59.0,True,False,Unripe,Unripe,Ripeness,35.89042546097276,True,True,24.63012369633762,10.78058650358886,Moderate,0.559542499948293
Orange_Ripe_091.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Orange\Ripe\Orange_Ripe_091.jpg,Orange,Orange,74.0,True,False,Ripe,Ripe,Ripeness,88.699925578033,True,True,57.70670812481602,13.59632041196736,Moderate,0.4275948000140488
Mango_Rotten_098.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Mango\Rotten\Mango_Rotten_098.jpg,Mango,Mango,87.0,True,False,Rotten,Unripe,Ripeness,40.622579811937705,False,False,18.12626355449366,11.219892264430047,Moderate,0.7563875999767333
Banana_Ripe_016.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Ripe\Banana_Ripe_016.jpg,Banana,Banana,68.66666666666667,True,False,Ripe,Ripe,Ripeness,42.50855508494909,True,True,28.683200934092284,15.242290570398346,Moderate,0.28190220007672906
Banana_Overripe_044.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Overripe\Banana_Overripe_044.jpg,Banana,Banana,92.0,True,False,Overripe,Overripe,Ripeness,67.04514649582227,True,True,61.46366256339224,25.8708316810393,Moderate,0.33926649997010827
Peach_Ripe_032.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Peach\Ripe\Peach_Ripe_032.jpg,Peach,Peach,80.66666666666666,True,False,Ripe,Ripe,Ripeness,79.91154385065926,True,True,29.481936502010825,12.976492436599582,Moderate,0.5065856000874192
Banana_Rotten_030.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Rotten\Banana_Rotten_030.jpg,Banana,Banana,65.66666666666666,True,False,Rotten,Overripe,Ripeness,49.339123520840616,False,False,72.77796875596808,21.174662087964556,Moderate,0.38520010001957417
Grape_Ripe_022.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Grape\Ripe\Grape_Ripe_022.jpg,Grape,Grape,53.0,True,False,Ripe,Ripe,Ripeness,37.58310581504987,True,True,0.0,0.0,Low,0.45574000012129545
Pear_Ripe_038.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Pear\Ripe\Pear_Ripe_038.jpg,Pear,Pear,36.666666666666664,True,True,Ripe,Ripe,Ripeness,66.00002747629317,True,True,40.14825372815948,10.120374343087633,Moderate,0.2985241999849677
Mango_Ripe_083.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Mango\Ripe\Mango_Ripe_083.jpg,Mango,Mango,85.66666666666667,True,False,Ripe,Ripe,Ripeness,44.13835560171854,True,True,83.37346991518456,11.877417601922446,Moderate,0.6841633000876755
Pear_Unripe_016.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Pear\Unripe\Pear_Unripe_016.jpg,Pear,Pear,50.33333333333333,True,False,Unripe,Unripe,Ripeness,35.81368652562116,True,True,35.66043226369673,15.379075516355387,Moderate,0.2945125000551343
Grape_Unripe_084.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Grape\Unripe\Grape_Unripe_084.jpg,Grape,Grape,28.999999999999996,True,True,Unripe,Unripe,Ripeness,43.478532395095456,True,True,24.799704178478983,14.62224797874553,Moderate,0.5575998001731932
Apple_Ripe_055.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Ripe\Apple_Ripe_055.jpg,Apple,Apple,92.33333333333333,True,False,Ripe,Ripe,Ripeness,51.7937268841787,True,True,60.92827961870177,15.118684768931404,Moderate,0.37385830003768206
Guava_Class_B_066.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Guava\Class_B\Guava_Class_B_066.jpg,Guava,Guava,65.0,True,False,Class_B,Class_B,Quality Category,74.11853516853519,True,True,17.366594542951077,8.526704800910444,Low,0.6873880000784993
Apple_Overripe_014.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_014.jpg,Apple,Apple,87.66666666666667,True,False,Overripe,Overripe,Ripeness,59.03742379176605,True,True,39.192699253887454,18.324458855946236,Moderate,0.30741459992714226
Grape_Unripe_009.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Grape\Unripe\Grape_Unripe_009.jpg,Grape,Grape,50.33333333333333,True,False,Unripe,Unripe,Ripeness,71.73808901108177,True,True,35.97502401536984,13.959349162035132,Moderate,0.47579910000786185
Apple_Unripe_098.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Unripe\Apple_Unripe_098.jpg,Apple,Apple,93.0,True,False,Unripe,Unripe,Ripeness,96.80778777109053,True,True,35.268957788569296,19.796825387560702,Moderate,0.36001230007968843
Peach_Ripe_025.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Peach\Ripe\Peach_Ripe_025.jpg,Peach,Peach,82.0,True,False,Ripe,Ripe,Ripeness,71.06746053574871,True,True,35.909438592577246,15.336729419310629,Moderate,0.3441240999381989
Orange_Rotten_066.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Orange\Rotten\Orange_Rotten_066.jpg,Orange,Orange,24.666666666666668,True,True,Rotten,Unripe,Ripeness,42.56248490717678,False,False,63.72679316267277,21.485968393463235,Moderate,0.6312378000002354
Banana_Unripe_013.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Unripe\Banana_Unripe_013.jpg,Banana,Banana,77.0,True,False,Unripe,Unripe,Ripeness,62.24363524705671,True,True,46.928596687687865,16.156096151260535,Moderate,0.4570955000817776
Grape_Ripe_032.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Grape\Ripe\Grape_Ripe_032.jpg,Grape,Grape,65.0,True,False,Ripe,Ripe,Ripeness,29.896242358998897,True,True,0.0,0.0,Low,0.4012198999989778
Guava_Class_A_019.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Guava\Class_A\Guava_Class_A_019.jpg,Guava,Guava,73.66666666666667,True,False,Class_A,Class_A,Quality Category,75.82429884929883,True,True,63.09995826377296,15.065346337320012,Moderate,0.5160798002034426
Orange_Unripe_085.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Orange\Unripe\Orange_Unripe_085.jpg,Orange,Orange,56.666666666666664,True,False,Unripe,Overripe,Ripeness,48.17615749094442,False,False,43.101439560790325,19.687821375063837,Moderate,0.6182818000670522
Peach_Overripe_060.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Peach\Overripe\Peach_Overripe_060.jpg,Peach,Peach,89.66666666666666,True,False,Overripe,Ripe,Ripeness,40.74715159423925,False,False,37.76912758515299,13.36719210971194,Moderate,0.38674820004962385
Grape_Ripe_078.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Grape\Ripe\Grape_Ripe_078.jpg,Grape,Grape,39.666666666666664,True,True,Ripe,Unripe,Ripeness,38.097471099568295,False,False,59.68881397022614,21.169723151800255,Moderate,0.4952517000492662
Grape_Overripe_048.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Grape\Overripe\Grape_Overripe_048.jpg,Grape,Grape,75.33333333333333,True,False,Overripe,Overripe,Ripeness,52.2860799614312,True,True,27.450161155544944,17.23324175849797,Moderate,0.4549428999889642
Pear_Rotten_041.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Pear\Rotten\Pear_Rotten_041.jpg,Pear,Orange,27.333333333333332,False,True,Rotten,Rotten,Ripeness,50.48970659570586,True,False,37.21080337982833,14.619226414758248,Moderate,0.4769562999717891
Banana_Rotten_047.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Rotten\Banana_Rotten_047.jpg,Banana,Banana,26.333333333333332,True,True,Rotten,Overripe,Ripeness,42.01283800357849,False,False,23.18027122293414,16.58189593426056,Moderate,0.342410400044173
Pear_Overripe_022.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Pear\Overripe\Pear_Overripe_022.jpg,Pear,Mango,29.333333333333332,False,True,Overripe,Overripe,Ripeness,42.75297684711916,True,False,36.78258918555082,17.55987005167433,Moderate,0.3684169000480324
Mango_Ripe_069.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Mango\Ripe\Mango_Ripe_069.jpg,Mango,Mango,76.66666666666667,True,False,Ripe,Ripe,Ripeness,85.05542884784933,True,True,52.71680094143206,19.95672697480085,Moderate,0.47052009985782206
Apple_Unripe_001.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Unripe\Apple_Unripe_001.jpg,Apple,Apple,95.33333333333334,True,False,Unripe,Unripe,Ripeness,97.14576210906485,True,True,35.324665564407034,19.164417426818726,Moderate,0.3252588000614196
Orange_Overripe_067.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Orange\Overripe\Orange_Overripe_067.jpg,Orange,Orange,56.99999999999999,True,False,Overripe,Overripe,Ripeness,49.76645892954199,True,True,64.60302205136419,15.549321490068877,Moderate,1.0092324998695403
Grape_Unripe_052.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Grape\Unripe\Grape_Unripe_052.jpg,Grape,Grape,54.666666666666664,True,False,Unripe,Unripe,Ripeness,47.744510776313795,True,True,48.80045136390397,21.460534277490677,Moderate,0.5815546000376344
Orange_Unripe_093.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Orange\Unripe\Orange_Unripe_093.jpg,Orange,Orange,68.33333333333333,True,False,Unripe,Unripe,Ripeness,79.66412668258744,True,True,40.780994735886736,17.967147951789116,Moderate,0.41389029985293746
Pear_Unripe_031.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Pear\Unripe\Pear_Unripe_031.jpg,Pear,Pear,78.0,True,False,Unripe,Unripe,Ripeness,54.46355734393745,True,True,69.89652306784977,11.320666547429163,Moderate,0.47817949997261167
Banana_Unripe_099.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Unripe\Banana_Unripe_099.jpg,Banana,Banana,54.666666666666664,True,False,Unripe,Unripe,Ripeness,42.083835511104766,True,True,29.283226010767443,15.512806906388551,Moderate,0.30024110013619065
Melon_Overripe_002.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Melon\Overripe\Melon_Overripe_002.jpg,Melon,Melon,39.666666666666664,True,True,Overripe,Overripe,Ripeness,48.738297159968546,True,True,68.74537037037037,19.19248744419643,Moderate,0.35019729984924197
Banana_Rotten_025.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Banana\Rotten\Banana_Rotten_025.jpg,Banana,Banana,45.33333333333333,True,False,Rotten,Rotten,Ripeness,49.132166806397464,True,True,13.46064794964584,8.49512735391977,Low,0.4364338999148458
Peach_Overripe_094.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Peach\Overripe\Peach_Overripe_094.jpg,Peach,Peach,82.66666666666667,True,False,Overripe,Overripe,Ripeness,47.61817355414976,True,True,35.461495642493084,13.902312628833474,Moderate,0.37106779986061156
Pear_Overripe_037.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Pear\Overripe\Pear_Overripe_037.jpg,Pear,Apple,35.66666666666667,False,True,Overripe,Rotten,Ripeness,39.830189428792615,False,False,58.02718658343987,18.123544373260884,Moderate,0.5880495000164956
Mango_Ripe_088.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Mango\Ripe\Mango_Ripe_088.jpg,Mango,Mango,68.33333333333333,True,False,Ripe,Ripe,Ripeness,78.40585415945125,True,True,55.74595374920186,16.06449108028997,Moderate,1.0505413999781013
Pear_Ripe_020.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Pear\Ripe\Pear_Ripe_020.jpg,Pear,Pear,85.0,True,False,Ripe,Ripe,Ripeness,44.73947209396107,True,True,63.74531465772342,9.75781850437915,Low,0.7252913000993431
Mango_Unripe_048.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Mango\Unripe\Mango_Unripe_048.jpg,Mango,Mango,50.66666666666667,True,False,Unripe,Unripe,Ripeness,39.078725922961524,True,True,35.271541474332075,13.864948946640265,Moderate,0.4368198001757264
Grape_Overripe_088.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Grape\Overripe\Grape_Overripe_088.jpg,Grape,Grape,35.0,True,True,Overripe,Overripe,Ripeness,70.59878031507385,True,True,82.57437824436352,5.725295321821492,Low,0.5810563999693841
Melon_Overripe_024.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Melon\Overripe\Melon_Overripe_024.jpg,Melon,Melon,51.0,True,False,Overripe,Overripe,Ripeness,73.37654227760126,True,True,81.76613800779077,17.164921407641206,Moderate,0.4375026999041438
Guava_Defect_077.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Guava\Defect\Guava_Defect_077.jpg,Guava,Guava,64.33333333333333,True,False,Defect,Defect,Quality Category,96.17222222222222,True,True,47.338270099691606,21.57204535037743,Moderate,0.4289396998938173
Apple_Ripe_005.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Ripe\Apple_Ripe_005.jpg,Apple,Apple,82.0,True,False,Ripe,Ripe,Ripeness,48.644296692092944,True,True,58.27009514914483,12.129113180236121,Moderate,0.2687456998974085
Orange_Overripe_048.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Orange\Overripe\Orange_Overripe_048.jpg,Orange,Orange,46.666666666666664,True,False,Overripe,Overripe,Ripeness,63.11085610772768,True,True,40.58411214953271,16.76906122225467,Moderate,0.4290231999475509
Orange_Overripe_032.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Orange\Overripe\Orange_Overripe_032.jpg,Orange,Orange,51.33333333333333,True,False,Overripe,Overripe,Ripeness,51.517932104606835,True,True,77.97029702970298,10.570124740406795,Moderate,0.9312809000257403
Orange_Rotten_036.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Orange\Rotten\Orange_Rotten_036.jpg,Orange,Orange,64.33333333333333,True,False,Rotten,Overripe,Ripeness,46.32016748886307,False,False,55.530361260568796,15.851140649019985,Moderate,0.6085527001414448
Pear_Unripe_008.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Pear\Unripe\Pear_Unripe_008.jpg,Pear,Pear,93.33333333333333,True,False,Unripe,Ripe,Ripeness,73.49822283390857,False,False,69.16109215017065,13.637198698805461,Moderate,0.5921295001171529
